wave,no,time,enemy_id,gate,lane,loop,health_increment,damage_increment,armor_increment,resistance_increment,move_increment,gold,health,time_auto_next_wave,time_show_button_next
2,6,0,2,3,0,,30,30,30,30,,,,,
2,7,2.3,3,3,1,,30,30,30,30,,,,,
2,8,0,3,3,0,,30,30,30,30,,,,,
2,10,2.5,4,3,0,,30,30,30,30,,,,,
2,11,1.1,4,3,1,,30,30,30,30,,,,,
2,12,0,4,3,2,,30,30,30,30,,,,,
2,13,2.3,3,3,2,,30,30,30,30,,,,,
2,14,0,3,3,0,,30,30,30,30,,,,,
2,15,1.5,2,3,1,,30,30,30,30,,,,,
2,16,0,2,3,0,,30,30,30,30,,,,,
2,17,2.3,3,3,2,,30,30,30,30,,,,,
2,18,0,3,3,0,,30,30,30,30,,,,,
2,19,2.5,4,3,0,,30,30,30,30,,,,,
2,20,1.1,4,3,1,,30,30,30,30,,,,,
2,21,0,4,3,2,,30,30,30,30,,,,,
2,22,2.3,3,3,1,,30,30,30,30,,,,,
2,23,0,3,3,0,,30,30,30,30,,,,,
2,24,1.5,2,3,2,,30,30,30,30,,,,,
2,25,0,2,3,0,,30,30,30,30,,,,,
2,26,2.3,3,3,1,,30,30,30,30,,,,,
2,27,0,3,3,0,,30,30,30,30,,,,,
2,0,15,3,5,-1,,30,30,30,30,,,,,
2,1,2.3,3,5,-1,,30,30,30,30,,,,,
2,2,1.7,10,5,-1,,30,30,30,30,,,,,
2,3,1.7,10,5,-1,,30,30,30,30,,,,,
2,4,2.3,3,5,-1,,30,30,30,30,,,,,
2,5,1.5,3,5,-1,,30,30,30,30,,,,,
2,6,1.7,10,5,-1,,30,30,30,30,,,,,
2,7,2.3,10,5,-1,,30,30,30,30,,,,,
2,8,1.7,3,5,-1,,30,30,30,30,,,,,
2,9,1.5,10,5,-1,,30,30,30,30,,,,,
2,10,2.3,3,5,-1,,30,30,30,30,,,,,
2,11,1.7,3,5,-1,,30,30,30,30,,,,,
2,12,2.3,10,5,-1,,30,30,30,30,,,,,
2,13,1.5,10,5,-1,,30,30,30,30,,,,,
2,14,1.7,10,5,-1,,30,30,30,30,,,,,
3,0,0,10,4,-1,,40,40,40,40,,,,,
3,1,2.5,10,4,-1,,40,40,40,40,,,,,
3,2,2.5,10,4,-1,,40,40,40,40,,,,,
3,3,2,10,4,-1,,40,40,40,40,,,,,
3,4,2.5,10,4,-1,,40,40,40,40,,,,,
3,5,2,10,4,-1,,40,40,40,40,,,,,
3,6,2,10,4,-1,,40,40,40,40,,,,,
3,7,2.5,10,4,-1,,40,40,40,40,,,,,
3,8,1.5,10,4,-1,,40,40,40,40,,,,,
3,9,2.5,10,4,-1,,40,40,40,40,,,,,
3,10,2.5,10,4,-1,,40,40,40,40,,,,,
3,0,0,3,2,-1,,40,40,40,40,,,,,
3,1,1.7,3,2,-1,,40,40,40,40,,,,,
3,2,2.3,15,2,-1,,40,40,40,40,,,,,
3,3,1.5,3,2,-1,,40,40,40,40,,,,,
3,4,1.7,3,2,-1,,40,40,40,40,,,,,
3,5,2.5,15,2,-1,,40,40,40,40,,,,,
3,6,1.7,15,2,-1,,40,40,40,40,,,,,
3,7,2.5,3,2,-1,,40,40,40,40,,,,,
3,8,2.3,15,2,-1,,40,40,40,40,,,,,
3,9,1.7,3,2,-1,,40,40,40,40,,,,,
3,10,2.3,3,2,-1,,40,40,40,40,,,,,
3,11,2.5,15,2,-1,,40,40,40,40,,,,,
3,12,1.7,15,2,-1,,40,40,40,40,,,,,
3,13,2.5,15,2,-1,,40,40,40,40,,,,,
3,0,14,3,5,1,,40,40,40,40,,,,,
3,1,0,3,5,2,,40,40,40,40,,,,,
3,2,1.5,2,5,1,,40,40,40,40,,,,,
3,3,0,2,5,2,,40,40,40,40,,,,,
3,4,1.5,4,5,0,,40,40,40,40,,,,,
3,5,2.5,3,5,1,,40,40,40,40,,,,,
3,6,0,3,5,2,,40,40,40,40,,,,,
3,7,1.5,2,5,1,,40,40,40,40,,,,,
3,8,0,2,5,2,,40,40,40,40,,,,,
3,9,1.5,4,5,0,,40,40,40,40,,,,,
3,10,2.5,3,5,1,,40,40,40,40,,,,,
3,11,0,3,5,2,,40,40,40,40,,,,,
3,12,1.5,2,5,1,,40,40,40,40,,,,,
3,13,0,2,5,2,,40,40,40,40,,,,,
3,14,1.5,4,5,0,,40,40,40,40,,,,,
3,15,2.5,3,5,1,,40,40,40,40,,,,,
4,0,0,15,2,1,,50,50,50,50,,,,,
4,1,0,15,2,2,,50,50,50,50,,,,,
4,2,2.5,10,2,-1,,50,50,50,50,,,,,
4,3,2.5,10,2,-1,,50,50,50,50,,,,,
4,4,1.7,15,2,-1,,50,50,50,50,,,,,
4,5,2.3,10,2,-1,,50,50,50,50,,,,,
4,6,2.5,10,2,-1,,50,50,50,50,,,,,
4,7,2.5,15,2,-1,,50,50,50,50,,,,,
4,8,2.3,15,2,-1,,50,50,50,50,,,,,
4,9,1.7,10,2,-1,,50,50,50,50,,,,,
4,10,2.5,15,2,-1,,50,50,50,50,,,,,
4,11,2.3,10,2,-1,,50,50,50,50,,,,,
4,12,1.7,10,2,-1,,50,50,50,50,,,,,
4,0,8,17,6,-1,,50,50,50,50,,,,,
4,1,2.5,17,6,-1,,50,50,50,50,,,,,
4,2,1.7,17,6,-1,,50,50,50,50,,,,,
4,3,2.3,17,6,-1,,50,50,50,50,,,,,
4,4,2.5,17,6,-1,,50,50,50,50,,,,,
4,5,1.7,17,6,-1,,50,50,50,50,,,,,
4,6,2.3,17,6,-1,,50,50,50,50,,,,,
4,7,1.7,17,6,-1,,50,50,50,50,,,,,
4,8,2.3,17,6,-1,,50,50,50,50,,,,,
4,9,2.3,17,6,-1,,50,50,50,50,,,,,
4,10,2.5,17,6,-1,,50,50,50,50,,,,,
4,11,1.7,17,6,-1,,50,50,50,50,,,,,
4,12,2.3,17,6,-1,,50,50,50,50,,,,,
4,13,1.7,17,6,-1,,50,50,50,50,,,,,
4,14,2.3,17,6,-1,,50,50,50,50,,,,,
4,15,2.3,17,6,-1,,50,50,50,50,,,,,
4,0,22,15,5,1,,50,50,50,50,,,,,
4,1,0,15,5,2,,50,50,50,50,,,,,
4,2,0,15,5,0,,50,50,50,50,,,,,
4,3,2.5,3,5,1,,50,50,50,50,,,,,
4,4,2.3,3,5,2,,50,50,50,50,,,,,
4,5,1.7,15,5,0,,50,50,50,50,,,,,
4,6,2.3,3,5,1,,50,50,50,50,,,,,
4,7,2.5,3,5,2,,50,50,50,50,,,,,
4,8,2.3,3,5,0,,50,50,50,50,,,,,
4,9,2.5,15,5,1,,50,50,50,50,,,,,
4,10,2.3,3,5,2,,50,50,50,50,,,,,
4,11,1.7,15,5,0,,50,50,50,50,,,,,
5,0,0,3,3,1,,60,60,60,60,,,,,
5,1,0,3,3,0,,60,60,60,60,,,,,
5,2,1.5,3,3,1,,60,60,60,60,,,,,
5,3,0,3,3,0,,60,60,60,60,,,,,
5,4,1.2,15,3,2,,60,60,60,60,,,,,
5,5,3,17,3,-1,,60,60,60,60,,,,,
5,6,3,17,3,-1,,60,60,60,60,,,,,
5,7,3,17,3,-1,,60,60,60,60,,,,,
5,8,3,17,3,-1,,60,60,60,60,,,,,
5,9,3,17,3,-1,,60,60,60,60,,,,,
5,10,3,17,3,-1,,60,60,60,60,,,,,
5,11,2.7,17,3,-1,,60,60,60,60,,,,,
5,12,2,17,3,-1,,60,60,60,60,,,,,
5,13,2.3,3,3,2,,60,60,60,60,,,,,
5,14,0,3,3,0,,60,60,60,60,,,,,
5,15,1.5,3,3,2,,60,60,60,60,,,,,
5,16,0,3,3,0,,60,60,60,60,,,,,
5,17,1.5,15,3,1,,60,60,60,60,,,,,
5,0,18,10,5,-1,,60,60,60,60,,,,,
5,1,2.5,10,5,-1,,60,60,60,60,,,,,
5,2,3,10,5,-1,,60,60,60,60,,,,,
5,3,3,10,5,-1,,60,60,60,60,,,,,
5,4,2.5,10,5,-1,,60,60,60,60,,,,,
5,5,2.5,10,5,-1,,60,60,60,60,,,,,
5,6,3,10,5,-1,,60,60,60,60,,,,,
5,7,2.5,10,5,-1,,60,60,60,60,,,,,
5,8,3,10,5,-1,,60,60,60,60,,,,,
5,9,1.7,10,5,-1,,60,60,60,60,,,,,
5,10,3,10,5,-1,,60,60,60,60,,,,,
5,0,20,15,4,1,,60,60,60,60,,,,,
5,1,2.9,15,4,2,,60,60,60,60,,,,,
5,2,2.9,15,4,1,,60,60,60,60,,,,,
5,3,2.9,15,4,2,,60,60,60,60,,,,,
5,4,2.9,15,4,1,,60,60,60,60,,,,,
5,5,2.9,15,4,2,,60,60,60,60,,,,,
5,6,2.9,15,4,1,,60,60,60,60,,,,,
5,7,2.9,15,4,2,,60,60,60,60,,,,,
6,0,0,3,2,1,,70,70,70,70,,,,,
6,1,3,3,2,0,,70,70,70,70,,,,,
6,2,3,3,2,2,,70,70,70,70,,,,,
6,3,0,18,2,1,,70,70,70,70,,,,,
6,4,3,3,2,0,,70,70,70,70,,,,,
6,5,3,3,2,1,,70,70,70,70,,,,,
6,6,0,18,2,2,,70,70,70,70,,,,,
6,7,3,3,2,0,,70,70,70,70,,,,,
6,8,3,3,2,2,,70,70,70,70,,,,,
6,9,0,18,2,1,,70,70,70,70,,,,,
6,10,3,3,2,0,,70,70,70,70,,,,,
6,11,3,3,2,1,,70,70,70,70,,,,,
6,12,0,18,2,2,,70,70,70,70,,,,,
6,13,3,3,2,0,,70,70,70,70,,,,,
6,14,3,3,2,2,,70,70,70,70,,,,,
6,15,0,18,2,1,,70,70,70,70,,,,,
6,16,3,3,2,0,,70,70,70,70,,,,,
6,0,15,10,5,-1,,70,70,70,70,,,,,
6,1,2,10,5,-1,,70,70,70,70,,,,,
6,2,2.5,10,5,-1,,70,70,70,70,,,,,
6,3,2.5,15,5,-1,,70,70,70,70,,,,,
6,4,2.7,15,5,-1,,70,70,70,70,,,,,
6,5,1.7,10,5,-1,,70,70,70,70,,,,,
6,6,2.5,15,5,-1,,70,70,70,70,,,,,
6,7,2.5,15,5,-1,,70,70,70,70,,,,,
6,8,2.5,10,5,-1,,70,70,70,70,,,,,
6,9,1.7,15,5,-1,,70,70,70,70,,,,,
6,0,22,17,4,-1,,70,70,70,70,,,,,
6,1,2.5,17,4,-1,,70,70,70,70,,,,,
6,2,2.5,17,4,-1,,70,70,70,70,,,,,
6,3,2.5,17,4,-1,,70,70,70,70,,,,,
6,4,1.7,17,4,-1,,70,70,70,70,,,,,
6,5,2.5,17,4,-1,,70,70,70,70,,,,,
6,6,2.5,17,4,-1,,70,70,70,70,,,,,
6,7,2.5,17,4,-1,,70,70,70,70,,,,,
7,0,0,3,6,1,,80,80,80,80,,,,,
7,1,2.3,3,6,0,,80,80,80,80,,,,,
7,2,2.3,3,6,2,,80,80,80,80,,,,,
7,3,0,17,6,1,,80,80,80,80,,,,,
7,4,2.3,3,6,0,,80,80,80,80,,,,,
7,5,2.3,3,6,1,,80,80,80,80,,,,,
7,6,0,17,6,2,,80,80,80,80,,,,,
7,7,2.3,3,6,0,,80,80,80,80,,,,,
7,8,2.3,3,6,2,,80,80,80,80,,,,,
7,9,0,17,6,1,,80,80,80,80,,,,,
7,10,2.3,3,6,0,,80,80,80,80,,,,,
7,11,2.3,3,6,1,,80,80,80,80,,,,,
7,12,0,17,6,2,,80,80,80,80,,,,,
7,13,2.3,3,6,0,,80,80,80,80,,,,,
7,14,2.3,3,6,0,,80,80,80,80,,,,,
7,15,0,17,6,1,,80,80,80,80,,,,,
7,16,2.3,3,6,0,,80,80,80,80,,,,,
7,17,2.3,3,6,1,,80,80,80,80,,,,,
7,0,14,20,4,-1,,80,80,80,80,,,,,
7,1,1.5,3,4,-1,,80,80,80,80,,,,,
7,2,1.5,3,4,-1,,80,80,80,80,,,,,
7,3,1.7,3,4,-1,,80,80,80,80,,,,,
7,4,1.5,3,4,-1,,80,80,80,80,,,,,
7,5,1.5,3,4,-1,,80,80,80,80,,,,,
7,6,1.5,3,4,-1,,80,80,80,80,,,,,
7,7,2.5,3,4,-1,,80,80,80,80,,,,,
7,8,1.5,20,4,-1,,80,80,80,80,,,,,
7,9,2.3,3,4,-1,,80,80,80,80,,,,,
7,10,1.5,3,4,-1,,80,80,80,80,,,,,
7,11,2.5,3,4,-1,,80,80,80,80,,,,,
7,12,1.7,3,4,-1,,80,80,80,80,,,,,
7,13,1.5,3,4,-1,,80,80,80,80,,,,,
7,14,2.3,3,4,-1,,80,80,80,80,,,,,
7,15,1.5,3,4,-1,,80,80,80,80,,,,,
7,16,1.5,3,4,-1,,80,80,80,80,,,,,
7,17,1.7,20,4,-1,,80,80,80,80,,,,,
7,18,1.7,3,4,-1,,80,80,80,80,,,,,
7,0,22,3,2,1,,80,80,80,80,,,,,
7,1,2.3,3,2,0,,80,80,80,80,,,,,
7,2,2.3,3,2,2,,80,80,80,80,,,,,
7,3,0,18,2,1,,80,80,80,80,,,,,
7,4,2.3,3,2,0,,80,80,80,80,,,,,
7,5,2.3,3,2,1,,80,80,80,80,,,,,
7,6,0,18,2,2,,80,80,80,80,,,,,
7,7,2.3,3,2,0,,80,80,80,80,,,,,
7,8,2.3,3,2,2,,80,80,80,80,,,,,
7,9,0,18,2,1,,80,80,80,80,,,,,
7,10,2.3,3,2,0,,80,80,80,80,,,,,
7,11,2.3,3,2,1,,80,80,80,80,,,,,
7,12,0,18,2,2,,80,80,80,80,,,,,
7,13,2.3,3,2,0,,80,80,80,80,,,,,
7,14,2.3,3,2,1,,80,80,80,80,,,,,
7,15,0,18,2,2,,80,80,80,80,,,,,
8,0,0,15,5,1,,90,90,90,90,,,,,
8,1,0,15,5,2,,90,90,90,90,,,,,
8,2,2.5,3,5,1,,90,90,90,90,,,,,
8,3,0,3,5,0,,90,90,90,90,,,,,
8,4,2.5,18,5,0,,90,90,90,90,,,,,
8,5,0,18,5,2,,90,90,90,90,,,,,
8,6,2.5,32,5,2,,90,90,90,90,,,,,
8,7,0,32,5,0,,90,90,90,90,,,,,
8,8,2.5,18,5,0,,90,90,90,90,,,,,
8,9,0,18,5,1,,90,90,90,90,,,,,
8,10,2.5,3,5,1,,90,90,90,90,,,,,
8,11,0,3,5,0,,90,90,90,90,,,,,
8,12,2.5,18,5,0,,90,90,90,90,,,,,
8,13,0,18,5,2,,90,90,90,90,,,,,
8,14,2.5,32,5,2,,90,90,90,90,,,,,
8,15,0,32,5,0,,90,90,90,90,,,,,
8,16,2.5,18,5,0,,90,90,90,90,,,,,
8,17,0,18,5,1,,90,90,90,90,,,,,
8,18,2.5,15,5,1,,90,90,90,90,,,,,
8,19,0,15,5,2,,90,90,90,90,,,,,
8,20,2.5,15,5,0,,90,90,90,90,,,,,
8,0,14,3,6,-1,,90,90,90,90,,,,,
8,1,3,32,6,-1,,90,90,90,90,,,,,
8,2,3.5,3,6,-1,,90,90,90,90,,,,,
8,3,3,32,6,-1,,90,90,90,90,,,,,
8,4,7,20,6,-1,,90,90,90,90,,,,,
8,5,2.5,32,6,-1,,90,90,90,90,,,,,
8,6,3.5,20,6,-1,,90,90,90,90,,,,,
8,7,3,32,6,-1,,90,90,90,90,,,,,
8,8,2.5,3,6,-1,,90,90,90,90,,,,,
8,9,3.5,32,6,-1,,90,90,90,90,,,,,
8,10,3,20,6,-1,,90,90,90,90,,,,,
8,11,3.5,32,6,-1,,90,90,90,90,,,,,
8,12,2.5,32,6,-1,,90,90,90,90,,,,,
8,13,3.5,3,6,-1,,90,90,90,90,,,,,
8,0,22,15,2,1,,90,90,90,90,,,,,
8,1,0,15,2,2,,90,90,90,90,,,,,
8,2,2.3,10,2,1,,90,90,90,90,,,,,
8,3,0,10,2,0,,90,90,90,90,,,,,
8,4,2.3,17,2,0,,90,90,90,90,,,,,
8,5,0,17,2,2,,90,90,90,90,,,,,
8,6,2.3,10,2,2,,90,90,90,90,,,,,
8,7,0,10,2,0,,90,90,90,90,,,,,
8,8,2.3,17,2,0,,90,90,90,90,,,,,
8,9,0,17,2,1,,90,90,90,90,,,,,
8,10,2.3,10,2,1,,90,90,90,90,,,,,
8,11,0,10,2,0,,90,90,90,90,,,,,
8,12,2.3,17,2,0,,90,90,90,90,,,,,
8,13,0,17,2,2,,90,90,90,90,,,,,
8,14,2.3,10,2,2,,90,90,90,90,,,,,
9,0,0,20,3,-1,,100,100,100,100,,,,,
9,1,2.5,3,3,-1,,100,100,100,100,,,,,
9,2,2.5,32,3,-1,,100,100,100,100,,,,,
9,3,3,3,3,-1,,100,100,100,100,,,,,
9,4,2.3,3,3,-1,,100,100,100,100,,,,,
9,5,2.3,32,3,-1,,100,100,100,100,,,,,
9,6,2.3,32,3,-1,,100,100,100,100,,,,,
9,7,3,3,3,-1,,100,100,100,100,,,,,
9,8,2.1,20,3,-1,,100,100,100,100,,,,,
9,9,2.7,3,3,-1,,100,100,100,100,,,,,
9,10,2,32,3,-1,,100,100,100,100,,,,,
9,0,5,21,5,1,,100,100,100,100,,,,,
9,1,2.5,3,5,0,,100,100,100,100,,,,,
9,2,2.5,3,5,2,,100,100,100,100,,,,,
9,3,0,17,5,1,,100,100,100,100,,,,,
9,4,2.5,3,5,0,,100,100,100,100,,,,,
9,5,2.5,3,5,1,,100,100,100,100,,,,,
9,6,0,17,5,2,,100,100,100,100,,,,,
9,7,2.5,3,5,0,,100,100,100,100,,,,,
9,8,2.5,3,5,2,,100,100,100,100,,,,,
9,9,0,17,5,1,,100,100,100,100,,,,,
9,10,2.5,3,5,0,,100,100,100,100,,,,,
9,11,2.5,3,5,1,,100,100,100,100,,,,,
9,0,8,15,6,-1,,100,100,100,100,,,,,
9,1,3,15,6,-1,,100,100,100,100,,,,,
9,2,3,15,6,-1,,100,100,100,100,,,,,
9,3,3,15,6,-1,,100,100,100,100,,,,,
9,4,3,15,6,-1,,100,100,100,100,,,,,
9,5,3,15,6,-1,,100,100,100,100,,,,,
9,0,3,20,4,-1,,100,100,100,100,,,,,
9,1,12,20,4,-1,,100,100,100,100,,,,,
9,2,12,20,4,-1,,100,100,100,100,,,,,
9,3,12,20,4,-1,,100,100,100,100,,,,,
9,0,12,3,2,1,,100,100,100,100,,,,,
9,1,2.5,3,2,0,,100,100,100,100,,,,,
9,2,2.5,32,2,2,,100,100,100,100,,,,,
9,3,0,18,2,1,,100,100,100,100,,,,,
9,4,2.5,3,2,0,,100,100,100,100,,,,,
9,5,2.5,3,2,1,,100,100,100,100,,,,,
9,6,0,18,2,2,,100,100,100,100,,,,,
9,7,2.5,20,2,0,,100,100,100,100,,,,,
9,8,2.5,32,2,2,,100,100,100,100,,,,,
9,9,0,18,2,1,,100,100,100,100,,,,,
9,10,2.5,3,2,0,,100,100,100,100,,,,,
9,11,2.5,32,2,1,,100,100,100,100,,,,,
9,12,0,20,2,2,,100,100,100,100,,,,,
9,13,2.5,32,2,0,,100,100,100,100,,,,,
10,0,0,18,5,1,,100,100,100,100,15,,,,
10,1,2,18,5,1,,200,200,200,200,15,,,,
10,2,2.5,24,5,2,,200,200,200,200,15,,,,
10,3,3,18,5,2,,200,200,200,200,15,,,,
10,4,2,18,5,2,,200,200,200,200,15,,,,
10,5,2.5,24,5,1,,200,200,200,200,15,,,,
10,6,3,18,5,1,,200,200,200,200,15,,,,
10,7,2,18,5,1,,200,200,200,200,15,,,,
10,8,2.5,24,5,2,,200,200,200,200,15,,,,
10,9,3,18,5,2,,200,200,200,200,15,,,,
10,10,2,18,5,2,,200,200,200,200,15,,,,
10,11,2.5,24,5,1,,200,200,200,200,15,,,,
10,12,3,18,5,1,,200,200,200,200,15,,,,
10,13,2,18,5,1,,200,200,200,200,15,,,,
10,14,2.5,24,5,2,,200,200,200,200,15,,,,
10,15,3,18,5,2,,200,200,200,200,15,,,,
10,16,2.5,18,5,2,,200,200,200,200,15,,,,
10,17,2.5,24,5,1,,200,200,200,200,15,,,,
10,0,17,10,3,2,,200,200,200,200,15,,,,
10,1,2.5,10,3,2,,200,200,200,200,15,,,,
10,2,2.3,17,3,1,,200,200,200,200,15,,,,
10,3,3,10,3,1,,200,200,200,200,15,,,,
10,4,2.5,10,3,1,,200,200,200,200,15,,,,
10,5,2.3,17,3,2,,200,200,200,200,15,,,,
10,6,3,10,3,2,,200,200,200,200,15,,,,
10,7,2.5,10,3,2,,200,200,200,200,15,,,,
10,8,2.3,17,3,1,,200,200,200,200,15,,,,
10,9,3,10,3,1,,200,200,200,200,15,,,,
10,10,2.5,10,3,1,,200,200,200,200,15,,,,
10,11,2.3,17,3,2,,200,200,200,200,15,,,,
10,12,3,10,3,2,,200,200,200,200,15,,,,
10,13,2.5,10,3,2,,200,200,200,200,15,,,,
10,14,2.3,17,3,1,,200,200,200,200,15,,,,
10,15,3,10,3,1,,200,200,200,200,15,,,,
10,16,2.5,10,3,1,,200,200,200,200,15,,,,
10,17,1.7,17,3,2,,200,200,200,200,15,,,,
10,0,8,32,4,-1,,200,200,200,200,15,,,,
10,1,3,32,4,-1,,200,200,200,200,15,,,,
10,2,3,32,4,-1,,200,200,200,200,15,,,,
10,3,3,32,4,-1,,200,200,200,200,15,,,,
10,4,3,32,4,-1,,200,200,200,200,15,,,,
10,5,3,32,4,-1,,200,200,200,200,15,,,,
10,6,3,32,4,-1,,200,200,200,200,15,,,,
10,7,3,32,4,-1,,200,200,200,200,15,,,,
10,8,3,32,4,-1,,200,200,200,200,15,,,,
10,9,3,32,4,-1,,200,200,200,200,15,,,,
11,0,0,18,5,1,,200,200,200,200,15,,,,
11,1,0,18,5,0,,200,200,200,200,15,,,,
11,2,2.5,18,5,0,,200,200,200,200,15,,,,
11,3,0,18,5,2,,200,200,200,200,15,,,,
11,4,3.5,24,5,-1,,200,200,200,200,15,,,,
11,5,2.5,18,5,1,,200,200,200,200,15,,,,
11,6,0,18,5,0,,200,200,200,200,15,,,,
11,7,3.5,18,5,0,,200,200,200,200,15,,,,
11,8,0,18,5,2,,200,200,200,200,15,,,,
11,9,2.5,24,5,-1,,200,200,200,200,15,,,,
11,10,2.5,18,5,1,,200,200,200,200,15,,,,
11,11,0,18,5,0,,200,200,200,200,15,,,,
11,12,2.5,18,5,0,,200,200,200,200,15,,,,
11,13,0,18,5,2,,200,200,200,200,15,,,,
11,14,3.5,24,5,-1,,200,200,200,200,15,,,,
11,15,2.5,18,5,1,,200,200,200,200,15,,,,
11,16,0,18,5,0,,200,200,200,200,15,,,,
11,17,2.7,18,5,0,,200,200,200,200,15,,,,
11,18,0,18,5,2,,200,200,200,200,15,,,,
11,19,3.5,24,5,-1,,200,200,200,200,15,,,,
11,20,2.5,18,5,1,,200,200,200,200,15,,,,
11,21,0,18,5,0,,200,200,200,200,15,,,,
11,22,2.7,18,5,0,,200,200,200,200,15,,,,
11,23,0,18,5,2,,200,200,200,200,15,,,,
11,24,3,24,5,-1,,200,200,200,200,15,,,,
11,0,26,32,2,1,,200,200,200,200,15,,,,
11,1,0,32,2,2,,200,200,200,200,15,,,,
11,2,2.5,10,2,1,,200,200,200,200,15,,,,
11,3,0,10,2,2,,200,200,200,200,15,,,,
11,4,2.3,17,2,0,,200,200,200,200,15,,,,
11,5,2.4,32,2,1,,200,200,200,200,15,,,,
11,6,0,32,2,2,,200,200,200,200,15,,,,
