wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star,min_bonus_gem,max_bonus_gem
5,19,0.8,1,0,,,,,,,,,
5,20,0.8,1,0,,,,,,,,,
5,0,10.8,0,1,,,,,,,,,
5,1,1.6,0,1,,,,,,,,,
5,2,1.2,0,1,,,,,,,,,
5,3,0,0,1,,,,,,,,,
5,4,1.2,0,1,,,,,,,,,
5,5,1.6,1,1,,,,,,,,,
5,6,1.2,1,1,,,,,,,,,
5,7,1.6,1,1,,,,,,,,,
5,8,1.2,1,1,,,,,,,,,
5,9,0,1,1,,,,,,,,,
5,10,1.2,1,1,,,,,,,,,
5,11,1.6,1,1,,,,,,,,,
5,12,1.2,1,1,,,,,,,,,
5,13,1.6,1,1,,,,,,,,,
5,14,0.8,1,1,,,,,,,,,
5,15,0.8,1,1,,,,,,,,,
5,16,0.4,0,1,,,,,,,,,
5,17,0.8,1,1,,,,,,,,,
5,18,0.8,1,1,,,,,,,,,
5,19,0.8,1,1,,,,,,,,,
5,20,0.8,1,1,,,,,,,,,
5,21,0.8,1,1,,,,,,,,,
5,22,0.8,1,1,,,,,,,,,
5,23,0.8,1,1,,,,,,,,,
5,24,0.8,1,1,,,,,,,,,
