wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star,min_bonus_gem,max_bonus_gem
3,8,0.8,3,1,,,,,,,,,
3,9,0.6,3,1,,,,,,,,,
3,10,2,3,1,,,,,,,,,
3,11,1.1,3,1,,,,,,,,,
3,12,0.9,4,1,,,,,,,,,
3,13,1,4,1,,,,,,,,,
3,14,0.8,4,1,,,,,,,,,
3,15,1.5,4,1,,,,,,,,,
3,16,1.6,4,1,,,,,,,,,
3,17,1.8,4,1,,,,,,,,,
3,18,1,3,1,,,,,,,,,
3,19,1,3,1,,,,,,,,,
3,20,1.2,3,1,,,,,,,,,
3,21,1.5,3,1,,,,,,,,,
3,22,1.7,6,1,,,,,,,,,
3,23,1.4,6,1,,,,,,,,,
3,24,1.2,6,1,,,,,,,,,
3,25,1.5,6,1,,,,,,,,,
3,26,1.4,6,1,,,,,,,,,
3,27,1.3,6,1,,,,,,,,,
3,28,1.6,6,1,,,,,,,,,
3,29,1.2,6,1,,,,,,,,,
3,30,30.8,3,1,,,,,,,,,
3,31,0.8,3,1,,,,,,,,,
3,32,0.8,3,1,,,,,,,,,
3,33,0.8,3,1,,,,,,,,,
3,34,0.8,3,1,,,,,,,,,
3,35,0.8,3,1,,,,,,,,,
3,36,6.6,6,1,,,,,,,,,
3,37,0.7,6,1,,,,,,,,,
3,38,0.7,6,1,,,,,,,,,
3,39,0.7,6,1,,,,,,,,,
4,0,0,3,1,,,,,,,,,
4,1,1,3,1,,,,,,,,,
4,2,1,3,1,,,,,,,,,
4,3,1,3,1,,,,,,,,,
4,4,1,3,1,,,,,,,,,
4,5,1,3,1,,,,,,,,,
4,6,1,3,1,,,,,,,,,
4,7,1,3,1,,,,,,,,,
4,8,1,3,1,,,,,,,,,
4,9,1,3,1,,,,,,,,,
4,10,1,3,1,,,,,,,,,
4,11,1,3,1,,,,,,,,,
4,12,1,3,1,,,,,,,,,
4,13,1,3,1,,,,,,,,,
4,14,1,3,1,,,,,,,,,
4,15,1,3,1,,,,,,,,,
4,16,1,3,1,,,,,,,,,
4,17,12.3,2,1,,,,,,,,,
4,18,1.6,1,1,,,,,,,,,
4,19,1.6,1,1,,,,,,,,,
4,20,1.6,1,1,,,,,,,,,
4,21,2.4,3,1,,,,,,,,,
4,22,1.5,3,1,,,,,,,,,
4,23,1,3,1,,,,,,,,,
4,24,1,4,1,,,,,,,,,
4,25,2.5,4,1,,,,,,,,,
4,26,1.4,4,1,,,,,,,,,
4,27,1.4,4,1,,,,,,,,,
4,28,1.7,3,1,,,,,,,,,
4,29,1.2,3,1,,,,,,,,,
4,30,1.6,3,1,,,,,,,,,
4,31,1.4,6,1,,,,,,,,,
4,32,1.4,6,1,,,,,,,,,
4,33,1.4,6,1,,,,,,,,,
4,34,1.4,6,1,,,,,,,,,
4,35,1.1,3,1,,,,,,,,,
4,36,0.8,3,1,,,,,,,,,
4,37,0.8,3,1,,,,,,,,,
4,38,0.8,3,1,,,,,,,,,
4,39,0.8,3,1,,,,,,,,,
4,40,0.8,3,1,,,,,,,,,
4,41,0.8,3,1,,,,,,,,,
4,42,1,4,1,,,,,,,,,
4,43,0.9,4,1,,,,,,,,,
4,44,0.9,4,1,,,,,,,,,
4,45,0.9,4,1,,,,,,,,,
4,46,0.9,4,1,,,,,,,,,
4,47,0.9,4,1,,,,,,,,,
4,48,0.9,4,1,,,,,,,,,
4,49,0.9,4,1,,,,,,,,,
4,50,0.9,4,1,,,,,,,,,
4,51,0.9,4,1,,,,,,,,,
4,52,0.9,4,1,,,,,,,,,
4,53,0.9,4,1,,,,,,,,,
4,54,0.9,4,1,,,,,,,,,
4,55,0.9,4,1,,,,,,,,,
4,56,0.9,4,1,,,,,,,,,
4,0,0.2,6,0,,,,,,,,,
4,1,1,6,0,,,,,,,,,
4,2,1,6,0,,,,,,,,,
4,3,1,6,0,,,,,,,,,
4,4,1,6,0,,,,,,,,,
4,5,1,6,0,,,,,,,,,
4,6,1,6,0,,,,,,,,,
4,7,1,6,0,,,,,,,,,
4,8,1,6,0,,,,,,,,,
4,9,1,6,0,,,,,,,,,
4,10,1,6,0,,,,,,,,,
4,11,1,6,0,,,,,,,,,
4,12,1,6,0,,,,,,,,,
4,13,1,6,0,,,,,,,,,
4,14,1,6,0,,,,,,,,,
4,15,1,6,0,,,,,,,,,
4,16,1,6,0,,,,,,,,,
4,17,0.9,0,0,,,,,,,,,
4,18,0.8,0,0,,,,,,,,,
4,19,0.8,0,0,,,,,,,,,
4,20,0.8,0,0,,,,,,,,,
4,21,0.8,0,0,,,,,,,,,
4,22,0.8,0,0,,,,,,,,,
4,23,0.8,0,0,,,,,,,,,
4,24,0.8,2,0,,,,,,,,,
4,25,0.8,2,0,,,,,,,,,
4,26,0.8,2,0,,,,,,,,,
4,27,0.8,2,0,,,,,,,,,
4,28,0.8,2,0,,,,,,,,,
4,29,0.8,2,0,,,,,,,,,
4,30,0.8,2,0,,,,,,,,,
4,31,1.6,1,0,,,,,,,,,
4,32,1.6,1,0,,,,,,,,,
4,33,1.6,1,0,,,,,,,,,
4,34,1.6,1,0,,,,,,,,,
4,35,2.6,3,0,,,,,,,,,
4,36,1,3,0,,,,,,,,,
4,37,1,4,0,,,,,,,,,
4,38,1,4,0,,,,,,,,,
4,39,2.7,4,0,,,,,,,,,
4,40,1.4,4,0,,,,,,,,,
4,41,1.4,3,0,,,,,,,,,
4,42,1.6,3,0,,,,,,,,,
4,43,1.2,3,0,,,,,,,,,
4,44,1.7,6,0,,,,,,,,,
4,45,1.4,6,0,,,,,,,,,
4,46,1.4,6,0,,,,,,,,,
4,47,1.4,6,0,,,,,,,,,
4,48,1.4,6,0,,,,,,,,,
4,49,0.8,3,0,,,,,,,,,
4,50,0.8,3,0,,,,,,,,,
4,51,0.8,3,0,,,,,,,,,
4,52,0.8,3,0,,,,,,,,,
4,53,0.8,3,0,,,,,,,,,
4,54,0.8,3,0,,,,,,,,,
