wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star,limit_total_wave
5,11,0,27,2,0,,,,,,,,
5,0,3,28,3,1,,,,,,,,
5,1,0,28,3,0,,,,,,,,
5,2,4,28,3,2,,,,,,,,
5,3,0,28,3,0,,,,,,,,
5,4,4,28,3,1,,,,,,,,
5,5,0,28,3,0,,,,,,,,
5,6,4,28,3,2,,,,,,,,
5,7,0,28,3,0,,,,,,,,
5,8,4,28,3,1,,,,,,,,
5,9,0,28,3,0,,,,,,,,
5,10,4,28,3,2,,,,,,,,
5,11,0,28,3,0,,,,,,,,
6,0,10,26,2,1,,,,,,,,
6,1,0,26,2,2,,,,,,,,
6,2,2,26,2,0,,,,,,,,
6,3,2,27,2,1,,,,,,,,
6,4,0,27,2,2,,,,,,,,
6,5,2,27,2,0,,,,,,,,
6,6,2,26,2,1,,,,,,,,
6,7,0,26,2,2,,,,,,,,
6,8,2,26,2,0,,,,,,,,
6,9,2,27,2,1,,,,,,,,
6,10,0,27,2,2,,,,,,,,
6,11,2,27,2,0,,,,,,,,
6,12,2,26,2,1,,,,,,,,
6,13,0,26,2,2,,,,,,,,
6,14,2,26,2,0,,,,,,,,
6,15,2,27,2,1,,,,,,,,
6,16,0,27,2,2,,,,,,,,
6,17,2,27,2,0,,,,,,,,
6,0,10,26,3,1,,,,,,,,
6,1,0,26,3,2,,,,,,,,
6,2,2,26,3,0,,,,,,,,
6,3,2,27,3,1,,,,,,,,
6,4,0,27,3,2,,,,,,,,
6,5,2,27,3,0,,,,,,,,
6,6,2,26,3,1,,,,,,,,
6,7,0,26,3,2,,,,,,,,
6,8,2,26,3,0,,,,,,,,
6,9,2,27,3,1,,,,,,,,
6,10,0,27,3,2,,,,,,,,
6,11,2,27,3,0,,,,,,,,
6,12,2,26,3,1,,,,,,,,
6,13,0,26,3,2,,,,,,,,
6,14,2,26,3,0,,,,,,,,
6,15,2,27,3,1,,,,,,,,
6,16,0,27,3,2,,,,,,,,
6,17,2,27,3,0,,,,,,,,
6,0,15,29,0,-1,,,,,,,,
6,1,3.5,29,0,-1,,,,,,,,
6,2,3.5,29,0,-1,,,,,,,,
6,3,3.5,29,0,-1,,,,,,,,
6,4,3.5,29,0,-1,,,,,,,,
6,5,3.5,29,0,-1,,,,,,,,
6,6,3.5,29,0,-1,,,,,,,,
6,7,3.5,29,0,-1,,,,,,,,
6,0,0,29,5,-1,,,,,,,,
6,1,3.5,29,5,-1,,,,,,,,
6,2,3.5,29,5,-1,,,,,,,,
6,3,3.5,29,5,-1,,,,,,,,
6,4,3.5,29,5,-1,,,,,,,,
6,5,3.5,29,5,-1,,,,,,,,
6,6,3.5,29,5,-1,,,,,,,,
6,7,3.5,29,5,-1,,,,,,,,
6,0,4,28,1,1,,,,,,,,
6,1,0,28,1,0,,,,,,,,
6,2,4,28,1,2,,,,,,,,
6,3,0,28,1,0,,,,,,,,
6,4,4,28,1,1,,,,,,,,
6,5,0,28,1,0,,,,,,,,
6,6,4,28,1,2,,,,,,,,
6,7,0,28,1,0,,,,,,,,
6,0,15,28,4,-1,,,,,,,,
6,1,4,28,4,-1,,,,,,,,
6,2,4,28,4,-1,,,,,,,,
6,3,4,28,4,-1,,,,,,,,
6,4,4,28,4,-1,,,,,,,,
6,5,4,28,4,-1,,,,,,,,
6,6,4,28,4,-1,,,,,,,,
6,7,4,28,4,-1,,,,,,,,
7,0,0,27,0,-1,,,,,,,,
7,1,2.5,27,0,-1,,,,,,,,
7,2,2.5,27,0,-1,,,,,,,,
7,3,2.5,27,0,-1,,,,,,,,
7,4,2.5,27,0,-1,,,,,,,,
7,5,2.5,27,0,-1,,,,,,,,
7,6,2.5,27,0,-1,,,,,,,,
7,7,2.5,27,0,-1,,,,,,,,
7,8,2.5,27,0,-1,,,,,,,,
7,9,2.5,27,0,-1,,,,,,,,
7,10,2.5,27,0,-1,,,,,,,,
7,11,2.5,27,0,-1,,,,,,,,
7,12,2.5,27,0,-1,,,,,,,,
7,13,2.5,27,0,-1,,,,,,,,
7,14,2.5,27,0,-1,,,,,,,,
7,0,3,26,2,0,,,,,,,,
7,1,0,26,2,1,,,,,,,,
7,2,0,26,2,2,,,,,,,,
7,3,1.5,0,2,0,,,,,,,,
7,4,0,0,2,1,,,,,,,,
7,5,0,0,2,2,,,,,,,,
7,6,1.5,26,2,0,,,,,,,,
7,7,0,26,2,1,,,,,,,,
7,8,0,26,2,2,,,,,,,,
7,9,1.5,0,2,0,,,,,,,,
7,10,0,0,2,1,,,,,,,,
7,11,0,0,2,2,,,,,,,,
7,12,1.5,26,2,0,,,,,,,,
7,13,0,26,2,1,,,,,,,,
7,14,0,26,2,2,,,,,,,,
7,15,1.5,0,2,0,,,,,,,,
7,16,0,0,2,1,,,,,,,,
7,17,0,0,2,2,,,,,,,,
7,18,1.5,26,2,0,,,,,,,,
7,19,0,26,2,1,,,,,,,,
7,20,0,26,2,2,,,,,,,,
7,21,1.5,0,2,0,,,,,,,,
7,22,0,0,2,1,,,,,,,,
7,23,0,0,2,2,,,,,,,,
7,24,1.5,26,2,0,,,,,,,,
7,25,0,26,2,1,,,,,,,,
7,26,0,26,2,2,,,,,,,,
7,27,1.5,0,2,0,,,,,,,,
7,28,0,0,2,1,,,,,,,,
7,29,0,0,2,2,,,,,,,,
7,30,5,26,2,0,,,,,,,,
7,31,0,26,2,1,,,,,,,,
7,32,0,26,2,2,,,,,,,,
7,33,1.5,32,2,0,,,,,,,,
7,34,0,32,2,1,,,,,,,,
7,35,0,32,2,2,,,,,,,,
7,36,1.5,26,2,0,,,,,,,,
7,37,0,26,2,1,,,,,,,,
7,38,0,26,2,2,,,,,,,,
7,39,1.5,32,2,0,,,,,,,,
7,40,0,32,2,1,,,,,,,,
7,41,0,32,2,2,,,,,,,,
7,0,3,27,3,0,,,,,,,,
7,1,0,27,3,1,,,,,,,,
7,2,0,27,3,2,,,,,,,,
7,3,1.5,1,3,0,,,,,,,,
7,4,0,1,3,1,,,,,,,,
7,5,0,1,3,2,,,,,,,,
7,6,1.5,27,3,0,,,,,,,,
7,7,0,27,3,1,,,,,,,,
7,8,0,27,3,2,,,,,,,,
7,9,1.5,1,3,0,,,,,,,,
7,10,0,1,3,1,,,,,,,,
7,11,0,1,3,2,,,,,,,,
7,12,1.5,27,3,0,,,,,,,,
7,13,0,27,3,1,,,,,,,,
7,14,0,27,3,2,,,,,,,,
7,15,1.5,1,3,0,,,,,,,,
7,16,0,1,3,1,,,,,,,,
7,17,0,1,3,2,,,,,,,,
7,18,1.5,27,3,0,,,,,,,,
7,19,0,27,3,1,,,,,,,,
7,20,0,27,3,2,,,,,,,,
7,21,1.5,1,3,0,,,,,,,,
7,22,0,1,3,1,,,,,,,,
7,23,0,1,3,2,,,,,,,,
7,24,1.5,27,3,0,,,,,,,,
7,25,0,27,3,1,,,,,,,,
7,26,0,27,3,2,,,,,,,,
7,27,1.5,1,3,0,,,,,,,,
7,28,0,1,3,1,,,,,,,,
7,29,0,1,3,2,,,,,,,,
7,30,5,27,3,0,,,,,,,,
7,31,0,27,3,1,,,,,,,,
7,32,0,27,3,2,,,,,,,,
7,33,1.5,32,3,0,,,,,,,,
7,34,0,32,3,1,,,,,,,,
7,35,0,32,3,2,,,,,,,,
7,36,1.5,27,3,0,,,,,,,,
7,37,0,27,3,1,,,,,,,,
7,38,0,27,3,2,,,,,,,,
7,39,1.5,32,3,0,,,,,,,,
7,40,0,32,3,1,,,,,,,,
7,41,0,32,3,2,,,,,,,,
7,0,12,32,4,1,,,,,,,,
7,1,0,32,4,2,,,,,,,,
7,2,1,32,4,0,,,,,,,,
7,3,3,32,4,1,,,,,,,,
7,4,0,32,4,2,,,,,,,,
7,5,1,32,4,0,,,,,,,,
7,6,3,32,4,1,,,,,,,,
7,7,0,32,4,2,,,,,,,,
7,8,1,32,4,0,,,,,,,,
7,9,3,32,4,1,,,,,,,,
7,10,0,32,4,2,,,,,,,,
7,11,1,32,4,0,,,,,,,,
7,12,3,32,4,1,,,,,,,,
7,13,0,32,4,2,,,,,,,,
7,14,1,32,4,0,,,,,,,,
8,0,5,26,0,1,,,,,,,,
8,1,0,26,0,2,,,,,,,,
8,2,2,26,0,0,,,,,,,,
8,3,2,27,0,1,,,,,,,,
8,4,0,27,0,2,,,,,,,,
8,5,2,27,0,0,,,,,,,,
8,6,2,26,0,1,,,,,,,,
8,7,0,26,0,2,,,,,,,,
8,8,2,26,0,0,,,,,,,,
8,9,2,27,0,1,,,,,,,,
8,10,0,27,0,2,,,,,,,,
8,11,2,27,0,0,,,,,,,,
8,12,2,26,0,1,,,,,,,,
8,13,0,26,0,2,,,,,,,,
8,14,2,26,0,0,,,,,,,,
8,15,2,27,0,1,,,,,,,,
8,16,0,27,0,2,,,,,,,,
8,17,2,27,0,0,,,,,,,,
8,18,2,26,0,1,,,,,,,,
8,19,0,26,0,2,,,,,,,,
8,20,2,26,0,0,,,,,,,,
8,21,2,27,0,1,,,,,,,,
8,22,0,27,0,2,,,,,,,,
8,23,2,27,0,0,,,,,,,,
8,0,15,26,5,1,,,,,,,,
8,1,0,26,5,2,,,,,,,,
8,2,2,26,5,0,,,,,,,,
8,3,2,27,5,1,,,,,,,,
8,4,0,27,5,2,,,,,,,,
8,5,2,27,5,0,,,,,,,,
8,6,2,26,5,1,,,,,,,,
8,7,0,26,5,2,,,,,,,,
8,8,2,26,5,0,,,,,,,,
8,9,2,27,5,1,,,,,,,,
8,10,0,27,5,2,,,,,,,,
8,11,2,27,5,0,,,,,,,,
8,12,2,26,5,1,,,,,,,,
8,13,0,26,5,2,,,,,,,,
8,14,2,26,5,0,,,,,,,,
8,15,2,27,5,1,,,,,,,,
8,16,0,27,5,2,,,,,,,,
8,17,2,27,5,0,,,,,,,,
8,18,2,26,5,1,,,,,,,,
8,19,0,26,5,2,,,,,,,,
