wave,no,time,enemy_id,gate,loop,health_increment,damage_increment,armor_increment,resistance_increment,move_increment,gold,health,time_auto_next_wave,time_show_button_next
3,9,1.4,10,1,,40,40,40,40,,,,,
3,10,1.2,10,1,,40,40,40,40,,,,,
3,11,1.5,5,1,,40,40,40,40,,,,,
3,12,1.4,5,1,,40,40,40,40,,,,,
3,13,1.3,3,1,,40,40,40,40,,,,,
3,14,3,32,1,,40,40,40,40,,,,,
3,15,1.2,3,1,,40,40,40,40,,,,,
3,16,17,3,1,,40,40,40,40,,,,,
3,17,1.5,32,1,,40,40,40,40,,,,,
3,18,1.5,32,1,,40,40,40,40,,,,,
3,19,1.5,32,1,,40,40,40,40,,,,,
3,20,1.5,3,1,,40,40,40,40,,,,,
3,21,1.5,10,1,,40,40,40,40,,,,,
3,22,1.5,10,1,,40,40,40,40,,,,,
3,23,1.5,10,1,,40,40,40,40,,,,,
3,24,1.5,10,1,,40,40,40,40,,,,,
3,0,42.3,4,3,,40,40,40,40,,,,,
3,1,1.5,4,3,,40,40,40,40,,,,,
3,2,1.4,6,3,,40,40,40,40,,,,,
3,3,1.3,6,3,,40,40,40,40,,,,,
3,4,1.6,6,3,,40,40,40,40,,,,,
3,5,1.2,6,3,,40,40,40,40,,,,,
3,6,1.5,4,3,,40,40,40,40,,,,,
3,7,1.2,4,3,,40,40,40,40,,,,,
3,8,1.5,4,3,,40,40,40,40,,,,,
3,9,1.5,4,3,,40,40,40,40,,,,,
3,10,1.4,4,3,,40,40,40,40,,,,,
3,11,1.3,6,3,,40,40,40,40,,,,,
3,12,1.6,6,3,,40,40,40,40,,,,,
3,13,1.2,6,3,,40,40,40,40,,,,,
3,14,1.5,6,3,,40,40,40,40,,,,,
3,15,1.5,4,3,,40,40,40,40,,,,,
3,16,1.4,4,3,,40,40,40,40,,,,,
3,17,1.3,4,3,,40,40,40,40,,,,,
3,18,1.4,4,3,,40,40,40,40,,,,,
3,19,1.3,32,3,,40,40,40,40,,,,,
3,20,1.3,32,3,,40,40,40,40,,,,,
3,21,1.3,32,3,,40,40,40,40,,,,,
3,22,1.3,10,3,,40,40,40,40,,,,,
3,23,1.3,10,3,,40,40,40,40,,,,,
3,24,1.3,10,3,,40,40,40,40,,,,,
4,0,1,14,3,,50,50,50,50,,,,,
4,1,1,14,3,,50,50,50,50,,,,,
4,2,1,14,3,,50,50,50,50,,,,,
4,3,1,14,3,,50,50,50,50,,,,,
4,4,1,14,3,,50,50,50,50,,,,,
4,5,1,14,3,,50,50,50,50,,,,,
4,0,1.6,7,0,,50,50,50,50,,,,,
4,1,1.6,7,0,,50,50,50,50,,,,,
4,2,1.6,7,0,,50,50,50,50,,,,,
4,3,1.4,7,0,,50,50,50,50,,,,,
4,4,1.4,7,0,,50,50,50,50,,,,,
4,5,1.5,3,0,,50,50,50,50,,,,,
4,6,1.4,10,0,,50,50,50,50,,,,,
4,7,1.7,32,0,,50,50,50,50,,,,,
4,8,1,10,0,,50,50,50,50,,,,,
4,9,1.9,32,0,,50,50,50,50,,,,,
4,10,1,10,0,,50,50,50,50,,,,,
4,11,1.5,32,0,,50,50,50,50,,,,,
4,12,1,7,0,,50,50,50,50,,,,,
4,13,1.5,32,0,,50,50,50,50,,,,,
4,14,1,7,0,,50,50,50,50,,,,,
4,15,1.5,32,0,,50,50,50,50,,,,,
4,16,1,32,0,,50,50,50,50,,,,,
4,17,1.5,7,0,,50,50,50,50,,,,,
4,18,10,14,0,,50,50,50,50,,,,,
4,19,1.8,32,0,,50,50,50,50,,,,,
4,20,1.8,14,0,,50,50,50,50,,,,,
4,21,1.8,32,0,,50,50,50,50,,,,,
4,22,1.8,14,0,,50,50,50,50,,,,,
4,23,1.8,32,0,,50,50,50,50,,,,,
4,24,1.8,14,0,,50,50,50,50,,,,,
4,25,1.8,10,0,,50,50,50,50,,,,,
4,26,1.8,14,0,,50,50,50,50,,,,,
4,27,1.8,10,0,,50,50,50,50,,,,,
4,28,1.8,14,0,,50,50,50,50,,,,,
4,29,1.8,10,0,,50,50,50,50,,,,,
4,30,1.8,14,0,,50,50,50,50,,,,,
4,31,1.8,32,0,,50,50,50,50,,,,,
4,32,1,32,0,,50,50,50,50,,,,,
4,33,1,32,0,,50,50,50,50,,,,,
4,34,1,32,0,,50,50,50,50,,,,,
4,0,26.1,3,2,,50,50,50,50,,,,,
4,1,1.7,3,2,,50,50,50,50,,,,,
4,2,1,3,2,,50,50,50,50,,,,,
4,3,2.1,3,2,,50,50,50,50,,,,,
4,4,1,3,2,,50,50,50,50,,,,,
4,5,1,7,2,,50,50,50,50,,,,,
4,6,1.9,7,2,,50,50,50,50,,,,,
4,7,1,7,2,,50,50,50,50,,,,,
4,8,2.1,7,2,,50,50,50,50,,,,,
4,9,1,7,2,,50,50,50,50,,,,,
4,10,2.1,7,2,,50,50,50,50,,,,,
4,11,1,10,2,,50,50,50,50,,,,,
4,12,1.9,10,2,,50,50,50,50,,,,,
4,13,1,10,2,,50,50,50,50,,,,,
4,14,2.1,10,2,,50,50,50,50,,,,,
4,15,1,10,2,,50,50,50,50,,,,,
4,16,1,7,2,,50,50,50,50,,,,,
4,17,1.9,7,2,,50,50,50,50,,,,,
4,18,1,32,2,,50,50,50,50,,,,,
4,19,1.5,32,2,,50,50,50,50,,,,,
4,20,1,32,2,,50,50,50,50,,,,,
4,21,1.5,32,2,,50,50,50,50,,,,,
4,22,2,14,2,,50,50,50,50,,,,,
4,23,1,32,2,,50,50,50,50,,,,,
4,24,1,14,2,,50,50,50,50,,,,,
4,25,1,32,2,,50,50,50,50,,,,,
4,26,1,14,2,,50,50,50,50,,,,,
4,27,1,32,2,,50,50,50,50,,,,,
4,28,1,14,2,,50,50,50,50,,,,,
4,29,1,32,2,,50,50,50,50,,,,,
4,30,1,14,2,,50,50,50,50,,,,,
4,31,1,32,2,,50,50,50,50,,,,,
4,32,1,14,2,,50,50,50,50,,,,,
4,33,1,32,2,,50,50,50,50,,,,,
4,34,1,14,2,,50,50,50,50,,,,,
4,35,1,32,2,,50,50,50,50,,,,,
4,36,1,32,2,,50,50,50,50,,,,,
4,37,1,32,2,,50,50,50,50,,,,,
4,38,1,32,2,,50,50,50,50,,,,,
5,0,0.7,7,1,,60,60,60,60,,,,,
5,1,1.7,7,1,,60,60,60,60,,,,,
5,2,1.2,7,1,,60,60,60,60,,,,,
5,3,1.6,6,1,,60,60,60,60,,,,,
5,4,1.6,6,1,,60,60,60,60,,,,,
5,5,1.6,6,1,,60,60,60,60,,,,,
5,6,1.6,7,1,,60,60,60,60,,,,,
5,7,1.6,7,1,,60,60,60,60,,,,,
5,8,1.6,7,1,,60,60,60,60,,,,,
5,9,1.6,6,1,,60,60,60,60,,,,,
5,10,1.6,6,1,,60,60,60,60,,,,,
5,11,1.6,6,1,,60,60,60,60,,,,,
5,12,1.6,7,1,,60,60,60,60,,,,,
5,13,1.6,7,1,,60,60,60,60,,,,,
5,14,1.6,7,1,,60,60,60,60,,,,,
5,15,1,4,1,,60,60,60,60,,,,,
5,16,1,4,1,,60,60,60,60,,,,,
5,17,1,4,1,,60,60,60,60,,,,,
5,18,1.8,7,1,,60,60,60,60,,,,,
5,19,1.8,7,1,,60,60,60,60,,,,,
5,20,1.8,7,1,,60,60,60,60,,,,,
5,21,1.8,5,1,,60,60,60,60,,,,,
5,22,2,10,1,,60,60,60,60,,,,,
5,23,2,5,1,,60,60,60,60,,,,,
5,24,2,10,1,,60,60,60,60,,,,,
5,25,2,5,1,,60,60,60,60,,,,,
5,26,2,10,1,,60,60,60,60,,,,,
5,27,2,5,1,,60,60,60,60,,,,,
5,28,2,10,1,,60,60,60,60,,,,,
5,0,1.4,5,3,,60,60,60,60,,,,,
5,1,1.6,7,3,,60,60,60,60,,,,,
5,2,1.2,7,3,,60,60,60,60,,,,,
5,3,1.6,6,3,,60,60,60,60,,,,,
5,4,1.6,6,3,,60,60,60,60,,,,,
5,5,1.6,7,3,,60,60,60,60,,,,,
5,6,1.6,7,3,,60,60,60,60,,,,,
5,7,1.6,7,3,,60,60,60,60,,,,,
5,8,1.6,6,3,,60,60,60,60,,,,,
5,9,1.6,6,3,,60,60,60,60,,,,,
5,10,1.6,5,3,,60,60,60,60,,,,,
5,11,1.6,7,3,,60,60,60,60,,,,,
5,12,1.6,7,3,,60,60,60,60,,,,,
5,13,1,4,3,,60,60,60,60,,,,,
5,14,1,4,3,,60,60,60,60,,,,,
5,15,1.8,5,3,,60,60,60,60,,,,,
5,16,1.8,7,3,,60,60,60,60,,,,,
5,17,1.8,7,3,,60,60,60,60,,,,,
5,18,19.6,7,3,,60,60,60,60,,,,,
5,19,1.5,7,3,,60,60,60,60,,,,,
5,20,1.2,5,3,,60,60,60,60,,,,,
5,21,1.2,7,3,,60,60,60,60,,,,,
5,22,1.4,7,3,,60,60,60,60,,,,,
5,23,1.8,7,3,,60,60,60,60,,,,,
5,24,1.4,7,3,,60,60,60,60,,,,,
5,25,1.5,5,3,,60,60,60,60,,,,,
5,26,1.2,7,3,,60,60,60,60,,,,,
5,27,1.2,7,3,,60,60,60,60,,,,,
5,28,1.4,7,3,,60,60,60,60,,,,,
5,29,1.8,7,3,,60,60,60,60,,,,,
5,30,1.2,5,3,,60,60,60,60,,,,,
5,31,1.2,7,3,,60,60,60,60,,,,,
5,32,1.4,7,3,,60,60,60,60,,,,,
5,33,1.8,7,3,,60,60,60,60,,,,,
5,34,1.2,7,3,,60,60,60,60,,,,,
5,35,1.2,7,3,,60,60,60,60,,,,,
5,36,1.4,7,3,,60,60,60,60,,,,,
5,0,35.5,5,0,,60,60,60,60,,,,,
5,1,2,10,0,,60,60,60,60,,,,,
5,2,2,5,0,,60,60,60,60,,,,,
5,3,2,10,0,,60,60,60,60,,,,,
5,4,2,5,0,,60,60,60,60,,,,,
5,5,2,10,0,,60,60,60,60,,,,,
5,6,2,5,0,,60,60,60,60,,,,,
5,7,2,10,0,,60,60,60,60,,,,,
5,0,50.2,3,2,,60,60,60,60,,,,,
5,1,1.2,3,2,,60,60,60,60,,,,,
5,2,1.2,3,2,,60,60,60,60,,,,,
5,3,1.4,3,2,,60,60,60,60,,,,,
5,4,1.6,3,2,,60,60,60,60,,,,,
5,5,1.2,3,2,,60,60,60,60,,,,,
5,6,1.2,3,2,,60,60,60,60,,,,,
5,7,1.2,10,2,,60,60,60,60,,,,,
5,8,1.2,10,2,,60,60,60,60,,,,,
5,9,1.2,10,2,,60,60,60,60,,,,,
5,10,1.2,10,2,,60,60,60,60,,,,,
5,11,1.2,10,2,,60,60,60,60,,,,,
5,12,1.2,10,2,,60,60,60,60,,,,,
5,13,1.2,10,2,,60,60,60,60,,,,,
6,0,0,14,1,,70,70,70,70,,,,,
6,1,2,5,1,,70,70,70,70,,,,,
6,2,2.1,5,1,,70,70,70,70,,,,,
6,3,1.7,3,1,,70,70,70,70,,,,,
6,4,1.6,3,1,,70,70,70,70,,,,,
6,5,2.6,5,1,,70,70,70,70,,,,,
6,6,2,10,1,,70,70,70,70,,,,,
6,7,2,5,1,,70,70,70,70,,,,,
6,8,1.5,3,1,,70,70,70,70,,,,,
6,9,1,10,1,,70,70,70,70,,,,,
6,10,2.5,10,1,,70,70,70,70,,,,,
6,11,30.5,14,1,,70,70,70,70,,,,,
6,12,2.6,14,1,,70,70,70,70,,,,,
6,13,1.6,14,1,,70,70,70,70,,,,,
6,14,1.9,14,1,,70,70,70,70,,,,,
6,15,1.7,14,1,,70,70,70,70,,,,,
6,16,1.6,14,1,,70,70,70,70,,,,,
6,17,1.9,10,1,,70,70,70,70,,,,,
6,18,1.7,10,1,,70,70,70,70,,,,,
6,0,1,5,0,,70,70,70,70,,,,,
6,1,2.2,5,0,,70,70,70,70,,,,,
6,2,1.8,3,0,,70,70,70,70,,,,,
6,3,1.6,32,0,,70,70,70,70,,,,,
6,4,1.6,32,0,,70,70,70,70,,,,,
6,5,3,5,0,,70,70,70,70,,,,,
6,6,2,10,0,,70,70,70,70,,,,,
6,7,2,5,0,,70,70,70,70,,,,,
6,8,1,32,0,,70,70,70,70,,,,,
6,9,1,10,0,,70,70,70,70,,,,,
6,10,3.3,10,0,,70,70,70,70,,,,,
6,0,21.2,5,2,,70,70,70,70,,,,,
6,1,1,4,2,,70,70,70,70,,,,,
6,2,1,4,2,,70,70,70,70,,,,,
6,3,1,4,2,,70,70,70,70,,,,,
6,4,2,7,2,,70,70,70,70,,,,,
6,5,1,7,2,,70,70,70,70,,,,,
6,6,1,7,2,,70,70,70,70,,,,,
6,7,1,6,2,,70,70,70,70,,,,,
6,8,1,5,2,,70,70,70,70,,,,,
6,9,1,6,2,,70,70,70,70,,,,,
6,10,1,15,2,,70,70,70,70,,,,,
6,11,1,15,2,,70,70,70,70,,,,,
6,12,1,7,2,,70,70,70,70,,,,,
6,13,1,7,2,,70,70,70,70,,,,,
6,14,1,32,2,,70,70,70,70,,,,,
6,15,1,32,2,,70,70,70,70,,,,,
6,16,1,7,2,,70,70,70,70,,,,,
6,17,1,15,2,,70,70,70,70,,,,,
6,18,1,15,2,,70,70,70,70,,,,,
6,19,1,32,2,,70,70,70,70,,,,,
6,20,1,7,2,,70,70,70,70,,,,,
6,21,1,32,2,,70,70,70,70,,,,,
6,22,1,32,2,,70,70,70,70,,,,,
6,23,5.3,14,2,,70,70,70,70,,,,,
6,24,1.7,14,2,,70,70,70,70,,,,,
6,25,1.6,14,2,,70,70,70,70,,,,,
6,0,21.7,4,3,,70,70,70,70,,,,,
6,1,1,5,3,,70,70,70,70,,,,,
6,2,1,4,3,,70,70,70,70,,,,,
6,3,2.5,7,3,,70,70,70,70,,,,,
6,4,1,7,3,,70,70,70,70,,,,,
6,5,1,7,3,,70,70,70,70,,,,,
6,6,1,5,3,,70,70,70,70,,,,,
6,7,1,32,3,,70,70,70,70,,,,,
6,8,1,6,3,,70,70,70,70,,,,,
6,9,1,6,3,,70,70,70,70,,,,,
6,10,1,15,3,,70,70,70,70,,,,,
6,11,1,15,3,,70,70,70,70,,,,,
6,12,1,32,3,,70,70,70,70,,,,,
6,13,1,7,3,,70,70,70,70,,,,,
