wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star,limit_total_wave
1,14,8,24,1,0,,,,,,,,
1,15,0.5,0,1,0,,,,,,,,
1,16,0,0,1,1,,,,,,,,
1,17,0,0,1,2,,,,,,,,
1,18,0.8,0,1,0,,,,,,,,
1,19,0,0,1,1,,,,,,,,
1,20,0,0,1,2,,,,,,,,
1,21,8,24,1,0,,,,,,,,
1,22,0.5,0,1,0,,,,,,,,
1,23,0,0,1,1,,,,,,,,
1,24,0,0,1,2,,,,,,,,
1,25,0.8,0,1,0,,,,,,,,
1,26,0,0,1,1,,,,,,,,
1,27,0,0,1,2,,,,,,,,
1,28,3,24,1,0,,,,,,,,
1,29,0,24,1,1,,,,,,,,
1,30,0,24,1,2,,,,,,,,
1,0,0,23,4,0,,,,,,,,
1,1,0.5,1,4,0,,,,,,,,
1,2,0,1,4,1,,,,,,,,
1,3,0,1,4,2,,,,,,,,
1,4,0.8,1,4,0,,,,,,,,
1,5,0,1,4,1,,,,,,,,
1,6,0,1,4,2,,,,,,,,
1,7,8,23,4,0,,,,,,,,
1,8,0.5,1,4,0,,,,,,,,
1,9,0,1,4,1,,,,,,,,
1,10,0,1,4,2,,,,,,,,
1,11,0.8,1,4,0,,,,,,,,
1,12,0,1,4,1,,,,,,,,
1,13,0,1,4,2,,,,,,,,
1,14,8,23,4,0,,,,,,,,
1,15,0.5,1,4,0,,,,,,,,
1,16,0,1,4,1,,,,,,,,
1,17,0,1,4,2,,,,,,,,
1,18,0.8,1,4,0,,,,,,,,
1,19,0,1,4,1,,,,,,,,
1,20,0,1,4,2,,,,,,,,
1,21,8,23,4,0,,,,,,,,
1,22,0.5,1,4,0,,,,,,,,
1,23,0,1,4,1,,,,,,,,
1,24,0,1,4,2,,,,,,,,
1,25,0.8,1,4,0,,,,,,,,
1,26,0,1,4,1,,,,,,,,
1,27,0,1,4,2,,,,,,,,
1,28,3,23,4,0,,,,,,,,
1,29,0,23,4,1,,,,,,,,
1,30,0,23,4,2,,,,,,,,
1,0,6,32,2,1,,,,,,,,
1,1,3.5,32,2,2,,,,,,,,
1,2,3.5,32,2,1,,,,,,,,
1,3,3.5,32,2,2,,,,,,,,
1,4,3.5,32,2,1,,,,,,,,
1,5,3.5,32,2,2,,,,,,,,
1,6,3.5,32,2,1,,,,,,,,
1,7,3,32,2,2,,,,,,,,
1,8,2,32,2,1,,,,,,,,
1,9,2,32,2,2,,,,,,,,
1,0,6,32,3,1,,,,,,,,
1,1,3.5,32,3,2,,,,,,,,
1,2,3.5,32,3,1,,,,,,,,
1,3,3.5,32,3,2,,,,,,,,
1,4,3.5,32,3,1,,,,,,,,
1,5,3.5,32,3,2,,,,,,,,
1,6,3,32,3,1,,,,,,,,
1,7,2,32,3,2,,,,,,,,
2,0,5,29,0,1,,,,,,,,
2,1,5,29,0,2,,,,,,,,
2,2,5,29,0,1,,,,,,,,
2,3,5,29,0,2,,,,,,,,
2,4,5,29,0,1,,,,,,,,
2,5,5,29,0,2,,,,,,,,
2,6,5,29,0,1,,,,,,,,
2,0,0,3,1,1,,,,,,,,
2,1,0,3,1,0,,,,,,,,
2,2,2,3,1,2,,,,,,,,
2,3,0,3,1,0,,,,,,,,
2,4,3,32,1,1,,,,,,,,
2,5,0,32,1,0,,,,,,,,
2,6,2,3,1,2,,,,,,,,
2,7,0,3,1,0,,,,,,,,
2,8,2,3,1,1,,,,,,,,
2,9,0,3,1,0,,,,,,,,
2,10,3,32,1,2,,,,,,,,
2,11,0,32,1,0,,,,,,,,
2,0,8,23,2,1,,,,,,,,
2,1,0,23,2,0,,,,,,,,
2,2,3.5,23,2,2,,,,,,,,
2,3,0,23,2,0,,,,,,,,
2,4,3.5,24,2,1,,,,,,,,
2,5,0,24,2,0,,,,,,,,
2,6,3.5,24,2,2,,,,,,,,
2,7,0,24,2,0,,,,,,,,
2,8,3.5,24,2,1,,,,,,,,
2,9,0,24,2,0,,,,,,,,
2,0,0,3,4,1,,,,,,,,
2,1,0,3,4,0,,,,,,,,
2,2,2,3,4,2,,,,,,,,
2,3,0,3,4,0,,,,,,,,
2,4,3,32,4,1,,,,,,,,
2,5,0,32,4,0,,,,,,,,
2,6,2,3,4,2,,,,,,,,
2,7,0,3,4,0,,,,,,,,
2,8,2,3,4,1,,,,,,,,
2,9,0,3,4,0,,,,,,,,
2,10,3,32,4,2,,,,,,,,
2,11,0,32,4,0,,,,,,,,
2,0,8,24,3,1,,,,,,,,
2,1,0,24,3,0,,,,,,,,
2,2,3.5,24,3,2,,,,,,,,
2,3,0,24,3,0,,,,,,,,
2,4,3.5,23,3,1,,,,,,,,
2,5,0,23,3,0,,,,,,,,
2,6,3.5,23,3,1,,,,,,,,
2,7,0,23,3,0,,,,,,,,
2,8,3.5,23,3,2,,,,,,,,
2,9,0,23,3,0,,,,,,,,
3,0,0,24,2,1,,,,,,,,
3,1,0,24,2,0,,,,,,,,
3,2,4,24,2,1,,,,,,,,
3,3,0,24,2,0,,,,,,,,
3,4,4,24,2,1,,,,,,,,
3,5,0,24,2,0,,,,,,,,
3,6,4,24,2,1,,,,,,,,
3,7,0,24,2,0,,,,,,,,
3,8,4,24,2,1,,,,,,,,
3,9,0,24,2,0,,,,,,,,
3,10,4,24,2,1,,,,,,,,
3,11,0,24,2,0,,,,,,,,
3,0,2.5,23,1,2,,,,,,,,
3,1,0,23,1,0,,,,,,,,
3,2,4,23,1,2,,,,,,,,
3,3,0,23,1,0,,,,,,,,
3,4,4,23,1,2,,,,,,,,
3,5,0,23,1,0,,,,,,,,
3,6,4,23,1,2,,,,,,,,
3,7,0,23,1,0,,,,,,,,
3,8,4,23,1,2,,,,,,,,
3,9,0,23,1,0,,,,,,,,
3,10,4,23,1,2,,,,,,,,
3,11,0,23,1,0,,,,,,,,
3,0,10,26,3,1,,,,,,,,
3,1,0,26,3,0,,,,,,,,
3,2,3,26,3,1,,,,,,,,
3,3,0,26,3,0,,,,,,,,
3,4,4,32,3,2,,,,,,,,
3,5,0,32,3,0,,,,,,,,
3,6,3,26,3,1,,,,,,,,
3,7,0,26,3,0,,,,,,,,
3,8,3,26,3,1,,,,,,,,
3,9,0,26,3,0,,,,,,,,
3,10,4,32,3,2,,,,,,,,
3,11,0,32,3,0,,,,,,,,
3,12,3,26,3,1,,,,,,,,
3,13,0,26,3,0,,,,,,,,
3,14,3,26,3,1,,,,,,,,
3,15,0,26,3,0,,,,,,,,
3,16,4,32,3,2,,,,,,,,
3,17,0,32,3,0,,,,,,,,
3,0,10,3,4,0,,,,,,,,
3,1,0,3,4,1,,,,,,,,
3,2,0,3,4,2,,,,,,,,
3,3,5,3,4,0,,,,,,,,
3,4,0,3,4,1,,,,,,,,
3,5,0,3,4,2,,,,,,,,
3,6,5,3,4,0,,,,,,,,
3,7,0,3,4,1,,,,,,,,
3,8,0,3,4,2,,,,,,,,
4,0,0,26,3,1,,,,,,,,
4,1,0,26,3,0,,,,,,,,
4,2,3,26,3,1,,,,,,,,
4,3,0,26,3,0,,,,,,,,
4,4,3,32,3,2,,,,,,,,
4,5,0,32,3,0,,,,,,,,
4,6,6,26,3,1,,,,,,,,
4,7,0,26,3,0,,,,,,,,
4,8,3,26,3,1,,,,,,,,
4,9,0,26,3,0,,,,,,,,
4,10,3,32,3,2,,,,,,,,
4,11,0,32,3,0,,,,,,,,
4,0,8,23,4,0,,,,,,,,
4,1,0.5,3,4,0,,,,,,,,
4,2,0,3,4,1,,,,,,,,
4,3,0,3,4,2,,,,,,,,
4,4,1.5,32,4,0,,,,,,,,
4,5,0,32,4,1,,,,,,,,
4,6,0,32,4,2,,,,,,,,
4,7,12,23,4,0,,,,,,,,
4,8,0.5,3,4,0,,,,,,,,
4,9,0,3,4,1,,,,,,,,
4,10,0,3,4,2,,,,,,,,
4,11,1.5,32,4,0,,,,,,,,
4,12,0,32,4,1,,,,,,,,
4,13,0,32,4,2,,,,,,,,
4,0,0,27,2,1,,,,,,,,
4,1,0,27,2,0,,,,,,,,
4,2,3,27,2,1,,,,,,,,
4,3,0,27,2,0,,,,,,,,
4,4,3,32,2,2,,,,,,,,
4,5,0,32,2,0,,,,,,,,
4,6,6,27,2,1,,,,,,,,
4,7,0,27,2,0,,,,,,,,
4,8,3,27,2,1,,,,,,,,
4,9,0,27,2,0,,,,,,,,
4,10,3,32,2,2,,,,,,,,
4,11,0,32,2,0,,,,,,,,
4,12,3,32,2,2,,,,,,,,
4,13,0,32,2,0,,,,,,,,
4,0,8,24,1,0,,,,,,,,
4,1,0.5,3,1,0,,,,,,,,
4,2,0,3,1,1,,,,,,,,
4,3,0,3,1,2,,,,,,,,
4,4,1.5,32,1,0,,,,,,,,
4,5,0,32,1,1,,,,,,,,
4,6,0,32,1,2,,,,,,,,
4,7,12,24,1,0,,,,,,,,
4,8,0.5,3,1,0,,,,,,,,
4,9,0,3,1,1,,,,,,,,
4,10,0,3,1,2,,,,,,,,
4,11,1.5,32,1,0,,,,,,,,
4,12,0,32,1,1,,,,,,,,
4,13,0,32,1,2,,,,,,,,
5,0,1,24,2,2,,,,,,,,
5,1,2,24,2,2,,,,,,,,
5,2,2,24,2,2,,,,,,,,
5,3,2,24,2,2,,,,,,,,
5,4,2,24,2,2,,,,,,,,
5,5,2,24,2,2,,,,,,,,
5,6,2,24,2,2,,,,,,,,
5,7,2,23,2,1,,,,,,,,
5,8,2,23,2,1,,,,,,,,
5,9,2,23,2,1,,,,,,,,
5,10,2,23,2,1,,,,,,,,
5,11,2,23,2,1,,,,,,,,
5,12,2,23,2,1,,,,,,,,
5,0,0,23,1,1,,,,,,,,
5,1,2,23,1,1,,,,,,,,
5,2,2,23,1,1,,,,,,,,
5,3,2,23,1,1,,,,,,,,
5,4,2,23,1,1,,,,,,,,
5,5,2,23,1,1,,,,,,,,
5,6,2,23,1,1,,,,,,,,
5,7,2,24,1,2,,,,,,,,
5,8,2,24,1,2,,,,,,,,
5,9,2,24,1,2,,,,,,,,
5,10,2,24,1,2,,,,,,,,
5,11,2,24,1,2,,,,,,,,
5,12,2,24,1,2,,,,,,,,
5,0,11,26,3,1,,,,,,,,
5,1,2,26,3,1,,,,,,,,
5,2,2,26,3,1,,,,,,,,
5,3,2,26,3,1,,,,,,,,
5,4,2,26,3,1,,,,,,,,
5,5,2,26,3,1,,,,,,,,
5,6,2,26,3,1,,,,,,,,
5,7,2,27,3,2,,,,,,,,
5,8,2,27,3,2,,,,,,,,
5,9,2,27,3,2,,,,,,,,
5,10,2,27,3,2,,,,,,,,
5,11,2,27,3,2,,,,,,,,
5,12,2,27,3,2,,,,,,,,
5,0,10,27,4,2,,,,,,,,
5,1,2,27,4,2,,,,,,,,
5,2,2,27,4,2,,,,,,,,
5,3,2,27,4,2,,,,,,,,
5,4,2,27,4,2,,,,,,,,
5,5,2,27,4,2,,,,,,,,
5,6,2,27,4,2,,,,,,,,
5,7,2,26,4,1,,,,,,,,
5,8,2,26,4,1,,,,,,,,
5,9,2,26,4,1,,,,,,,,
5,10,2,26,4,1,,,,,,,,
5,11,2,26,4,1,,,,,,,,
5,12,2,26,4,1,,,,,,,,
6,0,0,28,0,0,,,,,,,,
6,1,0.5,32,0,0,,,,,,,,
6,2,0,32,0,1,,,,,,,,
6,3,0,32,0,2,,,,,,,,
6,4,0.8,32,0,0,,,,,,,,
6,5,0,32,0,1,,,,,,,,
6,6,0,32,0,2,,,,,,,,
6,7,5,28,0,0,,,,,,,,
6,8,0.5,32,0,0,,,,,,,,
6,9,0,32,0,1,,,,,,,,
6,10,0,32,0,2,,,,,,,,
6,0,0,24,4,-1,,,,,,,,
6,1,1.4,24,4,-1,,,,,,,,
6,2,1.6,24,4,-1,,,,,,,,
6,3,1.7,24,4,-1,,,,,,,,
6,4,1.4,24,4,-1,,,,,,,,
6,5,1.6,24,4,-1,,,,,,,,
6,6,1.6,24,4,-1,,,,,,,,
6,7,1.6,24,4,-1,,,,,,,,
6,8,1.6,24,4,-1,,,,,,,,
6,9,1.3,24,4,-1,,,,,,,,
6,10,1.3,24,4,-1,,,,,,,,
6,11,1.3,24,4,-1,,,,,,,,
6,0,12,23,1,-1,,,,,,,,
6,1,1.7,23,1,-1,,,,,,,,
6,2,1.8,23,1,-1,,,,,,,,
6,3,1.6,23,1,-1,,,,,,,,
6,4,1.7,23,1,-1,,,,,,,,
6,5,1.5,23,1,-1,,,,,,,,
6,6,1.3,23,1,-1,,,,,,,,
6,7,1.3,23,1,-1,,,,,,,,
6,8,1.3,23,1,-1,,,,,,,,
6,9,1.3,23,1,-1,,,,,,,,
6,10,1.3,23,1,-1,,,,,,,,
6,11,1.3,23,1,-1,,,,,,,,
6,0,0,26,2,0,,,,,,,,
6,1,0,26,2,1,,,,,,,,
6,2,0,26,2,2,,,,,,,,
6,3,1,32,2,0,,,,,,,,
6,4,0,32,2,1,,,,,,,,
6,5,0,32,2,2,,,,,,,,
6,6,1,26,2,0,,,,,,,,
6,7,0,26,2,1,,,,,,,,
6,8,0,26,2,2,,,,,,,,
6,9,1,32,2,0,,,,,,,,
6,10,0,32,2,1,,,,,,,,
6,11,0,32,2,2,,,,,,,,
6,12,1,26,2,0,,,,,,,,
6,13,0,26,2,1,,,,,,,,
6,14,0,26,2,2,,,,,,,,
6,0,20,27,3,0,,,,,,,,
6,1,0,27,3,1,,,,,,,,
6,2,0,27,3,2,,,,,,,,
6,3,1,32,3,0,,,,,,,,
6,4,0,32,3,1,,,,,,,,
6,5,0,32,3,2,,,,,,,,
6,6,1,27,3,0,,,,,,,,
6,7,0,27,3,1,,,,,,,,
6,8,0,27,3,2,,,,,,,,
6,9,1,32,3,0,,,,,,,,
6,10,0,32,3,1,,,,,,,,
6,11,0,32,3,2,,,,,,,,
6,12,1,27,3,0,,,,,,,,
6,13,0,27,3,1,,,,,,,,
6,14,0,27,3,2,,,,,,,,
7,0,15,29,1,-1,,,,,,,,
7,1,3.5,29,1,-1,,,,,,,,
7,2,3.5,29,1,-1,,,,,,,,
7,3,3.5,29,1,-1,,,,,,,,
7,4,3.5,29,1,-1,,,,,,,,
7,5,3.5,29,1,-1,,,,,,,,
7,6,3.5,29,1,-1,,,,,,,,
7,7,3.5,29,1,-1,,,,,,,,
7,8,3.5,29,1,-1,,,,,,,,
7,9,3.5,29,1,-1,,,,,,,,
7,10,3.5,29,1,-1,,,,,,,,
7,11,3.5,29,1,-1,,,,,,,,
7,0,15,29,4,-1,,,,,,,,
7,1,3.5,29,4,-1,,,,,,,,
7,2,3.5,29,4,-1,,,,,,,,
7,3,3.5,29,4,-1,,,,,,,,
7,4,3.5,29,4,-1,,,,,,,,
7,5,3.5,29,4,-1,,,,,,,,
7,6,3.5,29,4,-1,,,,,,,,
7,7,3.5,29,4,-1,,,,,,,,
7,8,3.5,29,4,-1,,,,,,,,
7,9,3.5,29,4,-1,,,,,,,,
7,10,3.5,29,4,-1,,,,,,,,
7,11,3.5,29,4,-1,,,,,,,,
7,0,10,32,5,1,,,,,,,,
7,1,0,32,5,2,,,,,,,,
7,2,0.8,28,5,0,,,,,,,,
7,3,2,32,5,1,,,,,,,,
7,4,0,32,5,2,,,,,,,,
7,5,0.8,28,5,0,,,,,,,,
7,6,2,32,5,1,,,,,,,,
7,7,0,32,5,2,,,,,,,,
7,8,0.8,28,5,0,,,,,,,,
7,9,2,32,5,1,,,,,,,,
7,10,0,32,5,2,,,,,,,,
7,11,0.8,28,5,0,,,,,,,,
7,12,2,32,5,1,,,,,,,,
7,13,0,32,5,2,,,,,,,,
7,14,0.8,28,5,0,,,,,,,,
7,0,10,32,0,1,,,,,,,,
7,1,0,32,0,2,,,,,,,,
7,2,0.8,28,0,0,,,,,,,,
7,3,2,32,0,1,,,,,,,,
7,4,0,32,0,2,,,,,,,,
7,5,0.8,28,0,0,,,,,,,,
7,6,2,32,0,1,,,,,,,,
7,7,0,32,0,2,,,,,,,,
7,8,0.8,28,0,0,,,,,,,,
7,9,2,32,0,1,,,,,,,,
7,10,0,32,0,2,,,,,,,,
7,11,0.8,28,0,0,,,,,,,,
7,12,2,32,0,1,,,,,,,,
7,13,0,32,0,2,,,,,,,,
7,14,0.8,28,0,0,,,,,,,,
7,0,10,27,2,1,,,,,,,,
7,1,0,27,2,0,,,,,,,,
7,2,4,27,2,2,,,,,,,,
7,3,0,27,2,0,,,,,,,,
7,4,4,27,2,1,,,,,,,,
7,5,0,27,2,0,,,,,,,,
7,6,4,27,2,2,,,,,,,,
7,7,0,27,2,0,,,,,,,,
7,8,4,27,2,1,,,,,,,,
7,9,0,27,2,0,,,,,,,,
7,10,4,27,2,2,,,,,,,,
7,11,0,27,2,0,,,,,,,,
7,0,10,28,3,1,,,,,,,,
7,1,0,28,3,0,,,,,,,,
7,2,4,28,3,2,,,,,,,,
7,3,0,28,3,0,,,,,,,,
7,4,4,28,3,1,,,,,,,,
7,5,0,28,3,0,,,,,,,,
7,6,4,28,3,2,,,,,,,,
7,7,0,28,3,0,,,,,,,,
7,8,4,28,3,1,,,,,,,,
7,9,0,28,3,0,,,,,,,,
7,10,4,28,3,2,,,,,,,,
7,11,0,28,3,0,,,,,,,,
8,0,10,26,2,1,,,,,,,,
8,1,0,26,2,2,,,,,,,,
8,2,2,26,2,0,,,,,,,,
8,3,2,27,2,1,,,,,,,,
8,4,0,27,2,2,,,,,,,,
8,5,2,27,2,0,,,,,,,,
8,6,2,26,2,1,,,,,,,,
8,7,0,26,2,2,,,,,,,,
8,8,2,26,2,0,,,,,,,,
8,9,2,27,2,1,,,,,,,,
8,10,0,27,2,2,,,,,,,,
8,11,2,27,2,0,,,,,,,,
8,12,2,26,2,1,,,,,,,,
8,13,0,26,2,2,,,,,,,,
8,14,2,26,2,0,,,,,,,,
8,15,2,27,2,1,,,,,,,,
8,16,0,27,2,2,,,,,,,,
8,17,2,27,2,0,,,,,,,,
8,0,10,26,3,1,,,,,,,,
8,1,0,26,3,2,,,,,,,,
8,2,2,26,3,0,,,,,,,,
8,3,2,27,3,1,,,,,,,,
8,4,0,27,3,2,,,,,,,,
8,5,2,27,3,0,,,,,,,,
8,6,2,26,3,1,,,,,,,,
8,7,0,26,3,2,,,,,,,,
8,8,2,26,3,0,,,,,,,,
8,9,2,27,3,1,,,,,,,,
8,10,0,27,3,2,,,,,,,,
8,11,2,27,3,0,,,,,,,,
8,12,2,26,3,1,,,,,,,,
8,13,0,26,3,2,,,,,,,,
8,14,2,26,3,0,,,,,,,,
8,15,2,27,3,1,,,,,,,,
8,16,0,27,3,2,,,,,,,,
8,17,2,27,3,0,,,,,,,,
8,0,15,29,0,-1,,,,,,,,
8,1,3.5,29,0,-1,,,,,,,,
8,2,3.5,29,0,-1,,,,,,,,
8,3,3.5,29,0,-1,,,,,,,,
8,4,3.5,29,0,-1,,,,,,,,
8,5,3.5,29,0,-1,,,,,,,,
8,6,3.5,29,0,-1,,,,,,,,
8,7,3.5,29,0,-1,,,,,,,,
8,0,0,29,5,-1,,,,,,,,
8,1,3.5,29,5,-1,,,,,,,,
8,2,3.5,29,5,-1,,,,,,,,
8,3,3.5,29,5,-1,,,,,,,,
8,4,3.5,29,5,-1,,,,,,,,
8,5,3.5,29,5,-1,,,,,,,,
8,6,3.5,29,5,-1,,,,,,,,
8,7,3.5,29,5,-1,,,,,,,,
8,0,4,28,1,1,,,,,,,,
8,1,0,28,1,0,,,,,,,,
8,2,4,28,1,2,,,,,,,,
8,3,0,28,1,0,,,,,,,,
8,4,4,28,1,1,,,,,,,,
8,5,0,28,1,0,,,,,,,,
8,6,4,28,1,2,,,,,,,,
8,7,0,28,1,0,,,,,,,,
8,0,15,28,4,-1,,,,,,,,
8,1,4,28,4,-1,,,,,,,,
8,2,4,28,4,-1,,,,,,,,
8,3,4,28,4,-1,,,,,,,,
8,4,4,28,4,-1,,,,,,,,
8,5,4,28,4,-1,,,,,,,,
8,6,4,28,4,-1,,,,,,,,
8,7,4,28,4,-1,,,,,,,,
9,0,0,27,0,-1,,,,,,,,
9,1,2.5,27,0,-1,,,,,,,,
9,2,2.5,27,0,-1,,,,,,,,
9,3,2.5,27,0,-1,,,,,,,,
9,4,2.5,27,0,-1,,,,,,,,
9,5,2.5,27,0,-1,,,,,,,,
9,6,2.5,27,0,-1,,,,,,,,
9,7,2.5,27,0,-1,,,,,,,,
9,8,2.5,27,0,-1,,,,,,,,
9,9,2.5,27,0,-1,,,,,,,,
9,10,2.5,27,0,-1,,,,,,,,
9,11,2.5,27,0,-1,,,,,,,,
9,12,2.5,27,0,-1,,,,,,,,
9,13,2.5,27,0,-1,,,,,,,,
9,14,2.5,27,0,-1,,,,,,,,
9,0,3,26,2,0,,,,,,,,
9,1,0,26,2,1,,,,,,,,
9,2,0,26,2,2,,,,,,,,
9,3,1.5,0,2,0,,,,,,,,
9,4,0,0,2,1,,,,,,,,
9,5,0,0,2,2,,,,,,,,
9,6,1.5,26,2,0,,,,,,,,
9,7,0,26,2,1,,,,,,,,
9,8,0,26,2,2,,,,,,,,
9,9,1.5,0,2,0,,,,,,,,
9,10,0,0,2,1,,,,,,,,
9,11,0,0,2,2,,,,,,,,
9,12,1.5,26,2,0,,,,,,,,
9,13,0,26,2,1,,,,,,,,
9,14,0,26,2,2,,,,,,,,
9,15,1.5,0,2,0,,,,,,,,
9,16,0,0,2,1,,,,,,,,
9,17,0,0,2,2,,,,,,,,
9,18,1.5,26,2,0,,,,,,,,
9,19,0,26,2,1,,,,,,,,
9,20,0,26,2,2,,,,,,,,
9,21,1.5,0,2,0,,,,,,,,
9,22,0,0,2,1,,,,,,,,
9,23,0,0,2,2,,,,,,,,
9,24,1.5,26,2,0,,,,,,,,
9,25,0,26,2,1,,,,,,,,
9,26,0,26,2,2,,,,,,,,
9,27,1.5,0,2,0,,,,,,,,
9,28,0,0,2,1,,,,,,,,
9,29,0,0,2,2,,,,,,,,
9,0,3,27,3,0,,,,,,,,
9,1,0,27,3,1,,,,,,,,
9,2,0,27,3,2,,,,,,,,
9,3,1.5,1,3,0,,,,,,,,
9,4,0,1,3,1,,,,,,,,
9,5,0,1,3,2,,,,,,,,
9,6,1.5,27,3,0,,,,,,,,
9,7,0,27,3,1,,,,,,,,
9,8,0,27,3,2,,,,,,,,
9,9,1.5,1,3,0,,,,,,,,
9,10,0,1,3,1,,,,,,,,
9,11,0,1,3,2,,,,,,,,
9,12,1.5,27,3,0,,,,,,,,
9,13,0,27,3,1,,,,,,,,
9,14,0,27,3,2,,,,,,,,
9,15,1.5,1,3,0,,,,,,,,
9,16,0,1,3,1,,,,,,,,
9,17,0,1,3,2,,,,,,,,
9,18,1.5,27,3,0,,,,,,,,
9,19,0,27,3,1,,,,,,,,
9,20,0,27,3,2,,,,,,,,
9,21,1.5,1,3,0,,,,,,,,
9,22,0,1,3,1,,,,,,,,
9,23,0,1,3,2,,,,,,,,
9,24,1.5,27,3,0,,,,,,,,
9,25,0,27,3,1,,,,,,,,
9,26,0,27,3,2,,,,,,,,
9,27,1.5,1,3,0,,,,,,,,
9,28,0,1,3,1,,,,,,,,
9,29,0,1,3,2,,,,,,,,
9,0,12,32,4,1,,,,,,,,
9,1,0,32,4,2,,,,,,,,
9,2,1,32,4,0,,,,,,,,
9,3,3,32,4,1,,,,,,,,
9,4,0,32,4,2,,,,,,,,
9,5,1,32,4,0,,,,,,,,
9,6,3,32,4,1,,,,,,,,
9,7,0,32,4,2,,,,,,,,
9,8,1,32,4,0,,,,,,,,
9,9,3,32,4,1,,,,,,,,
9,10,0,32,4,2,,,,,,,,
9,11,1,32,4,0,,,,,,,,
9,12,3,32,4,1,,,,,,,,
9,13,0,32,4,2,,,,,,,,
9,14,1,32,4,0,,,,,,,,
10,0,0,26,2,1,,,,,,,,
10,1,0,26,2,0,,,,,,,,
10,2,5,26,2,1,,,,,,,,
10,3,0,26,2,0,,,,,,,,
10,4,5,26,2,1,,,,,,,,
10,5,0,26,2,0,,,,,,,,
10,6,5,26,2,1,,,,,,,,
10,7,0,26,2,0,,,,,,,,
10,8,5,26,2,1,,,,,,,,
10,9,0,26,2,0,,,,,,,,
10,10,5,26,2,1,,,,,,,,
10,11,0,26,2,0,,,,,,,,
10,12,5,26,2,1,,,,,,,,
10,13,0,26,2,0,,,,,,,,
10,0,2,23,1,2,,,,,,,,
10,1,0,23,1,0,,,,,,,,
10,2,4,23,1,2,,,,,,,,
10,3,0,23,1,0,,,,,,,,
10,4,4,23,1,2,,,,,,,,
10,5,0,23,1,0,,,,,,,,
10,6,4,23,1,2,,,,,,,,
10,7,0,23,1,0,,,,,,,,
10,8,4,23,1,2,,,,,,,,
