wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star,min_bonus_gem,max_bonus_gem
1,5,2,2,2,,,,,,,,,
1,6,1.6,2,2,,,,,,,,,
1,7,1.7,2,2,,,,,,,,,
1,8,1.5,2,2,,,,,,,,,
1,9,8,0,2,,,,,,,,,
1,10,3.2,0,2,,,,,,,,,
1,11,2.6,1,2,,,,,,,,,
1,12,2.6,1,2,,,,,,,,,
1,13,3.5,1,2,,,,,,,,,
1,14,2,2,2,,,,,,,,,
1,15,3.3,2,2,,,,,,,,,
2,0,0,4,0,,,,,,,,,
2,1,1.6,4,0,,,,,,,,,
2,2,2.7,4,0,,,,,,,,,
2,3,2.5,4,0,,,,,,,,,
2,4,1.5,4,0,,,,,,,,,
2,5,1.5,4,0,,,,,,,,,
2,6,1.7,4,0,,,,,,,,,
2,7,2,4,0,,,,,,,,,
2,8,2.3,4,0,,,,,,,,,
2,9,2.6,4,0,,,,,,,,,
2,10,1.9,4,0,,,,,,,,,
2,0,20.85,0,2,,,,,,,,,
2,1,1,0,2,,,,,,,,,
2,2,1.3,0,2,,,,,,,,,
2,3,1.5,0,2,,,,,,,,,
2,4,1.6,0,2,,,,,,,,,
2,5,1.8,4,2,,,,,,,,,
2,6,1.5,4,2,,,,,,,,,
2,7,1.7,4,2,,,,,,,,,
2,8,1.1,4,2,,,,,,,,,
2,9,1.2,4,2,,,,,,,,,
2,10,1,0,2,,,,,,,,,
2,11,1.3,0,2,,,,,,,,,
2,12,1.5,0,2,,,,,,,,,
2,13,1.6,0,2,,,,,,,,,
2,14,1.8,0,2,,,,,,,,,
2,15,1.5,0,2,,,,,,,,,
2,16,1.7,1,2,,,,,,,,,
2,17,1.1,1,2,,,,,,,,,
2,18,1.2,1,2,,,,,,,,,
2,19,1.7,1,2,,,,,,,,,
2,20,1.1,1,2,,,,,,,,,
2,21,1.2,1,2,,,,,,,,,
3,0,0,0,0,,,,,,,,,
3,1,1,0,0,,,,,,,,,
3,2,0.8,0,0,,,,,,,,,
3,3,0.4,0,0,,,,,,,,,
3,4,0.8,0,0,,,,,,,,,
3,5,1.4,4,0,,,,,,,,,
3,6,3,4,0,,,,,,,,,
3,7,1.7,4,0,,,,,,,,,
3,8,1.6,4,0,,,,,,,,,
3,9,1.5,4,0,,,,,,,,,
3,10,1.9,4,0,,,,,,,,,
3,11,15.5,0,0,,,,,,,,,
3,12,1.6,0,0,,,,,,,,,
3,13,1.6,0,0,,,,,,,,,
3,14,1.6,4,0,,,,,,,,,
3,15,1.6,4,0,,,,,,,,,
3,16,1.6,4,0,,,,,,,,,
3,17,1.6,4,0,,,,,,,,,
3,18,1.6,6,0,,,,,,,,,
3,19,1.6,6,0,,,,,,,,,
3,20,1.6,6,0,,,,,,,,,
3,0,17.1,0,1,,,,,,,,,
3,1,1,0,1,,,,,,,,,
3,2,0.7,0,1,,,,,,,,,
3,3,0.8,0,1,,,,,,,,,
3,4,1.2,0,1,,,,,,,,,
3,5,0,1,1,,,,,,,,,
3,6,1.6,1,1,,,,,,,,,
3,7,1.7,1,1,,,,,,,,,
3,8,1.8,1,1,,,,,,,,,
3,9,2,1,1,,,,,,,,,
3,10,1.7,1,1,,,,,,,,,
3,11,0.8,0,1,,,,,,,,,
3,12,1.6,0,1,,,,,,,,,
3,13,1.6,0,1,,,,,,,,,
3,14,1.6,4,1,,,,,,,,,
3,15,1.6,4,1,,,,,,,,,
3,16,1.6,4,1,,,,,,,,,
3,17,1.6,6,1,,,,,,,,,
3,18,1.6,6,1,,,,,,,,,
3,19,1.6,6,1,,,,,,,,,
3,20,1.6,6,1,,,,,,,,,
4,0,0,0,0,,,,,,,,,
4,1,0.6,0,0,,,,,,,,,
4,2,0.6,0,0,,,,,,,,,
4,3,0.6,1,0,,,,,,,,,
4,4,0.6,1,0,,,,,,,,,
4,5,0.6,1,0,,,,,,,,,
4,6,0.6,2,0,,,,,,,,,
4,7,0.6,2,0,,,,,,,,,
4,8,1.1,2,0,,,,,,,,,
4,9,0.9,2,0,,,,,,,,,
4,10,0.9,2,0,,,,,,,,,
4,0,0.5,0,2,,,,,,,,,
4,1,0.6,0,2,,,,,,,,,
4,2,0.6,1,2,,,,,,,,,
4,3,0.6,1,2,,,,,,,,,
4,4,0.6,1,2,,,,,,,,,
4,5,0.6,1,2,,,,,,,,,
4,6,0.6,2,2,,,,,,,,,
4,7,0.6,2,2,,,,,,,,,
4,8,0.9,2,2,,,,,,,,,
4,9,0.9,2,2,,,,,,,,,
4,10,0.9,2,2,,,,,,,,,
4,0,7.4,6,1,,,,,,,,,
4,1,1.7,6,1,,,,,,,,,
4,2,1.6,6,1,,,,,,,,,
4,3,1.7,6,1,,,,,,,,,
4,4,1.9,6,1,,,,,,,,,
4,5,1.5,6,1,,,,,,,,,
4,6,2,6,1,,,,,,,,,
4,7,1.8,6,1,,,,,,,,,
4,8,2,4,1,,,,,,,,,
4,9,1.4,4,1,,,,,,,,,
4,10,1.9,4,1,,,,,,,,,
4,11,2,4,1,,,,,,,,,
4,12,2,4,1,,,,,,,,,
4,13,2,4,1,,,,,,,,,
4,14,2.2,4,1,,,,,,,,,
4,15,1.9,4,1,,,,,,,,,
5,0,0,0,2,,,,,,,,,
5,1,1,1,2,,,,,,,,,
5,2,1,0,2,,,,,,,,,
5,3,1,1,2,,,,,,,,,
5,4,1,0,2,,,,,,,,,
5,5,1,1,2,,,,,,,,,
5,6,1,0,2,,,,,,,,,
5,7,1,1,2,,,,,,,,,
5,8,1,0,2,,,,,,,,,
5,9,1,1,2,,,,,,,,,
5,0,9,6,0,,,,,,,,,
5,1,1.1,6,0,,,,,,,,,
5,2,0.9,6,0,,,,,,,,,
5,3,1,6,0,,,,,,,,,
5,4,0.8,6,0,,,,,,,,,
5,5,1.5,4,0,,,,,,,,,
5,6,1.6,4,0,,,,,,,,,
5,7,1.8,4,0,,,,,,,,,
5,8,1,4,0,,,,,,,,,
5,9,1,4,0,,,,,,,,,
5,10,8.5,4,0,,,,,,,,,
5,11,2.7,4,0,,,,,,,,,
5,12,2.6,4,0,,,,,,,,,
5,13,3.2,6,0,,,,,,,,,
5,14,2.6,6,0,,,,,,,,,
5,15,2.9,6,0,,,,,,,,,
5,16,2.5,6,0,,,,,,,,,
5,17,2.9,6,0,,,,,,,,,
5,0,20.9,6,1,,,,,,,,,
5,1,1.5,6,1,,,,,,,,,
5,2,1.7,6,1,,,,,,,,,
5,3,1.4,6,1,,,,,,,,,
5,4,1.2,6,1,,,,,,,,,
5,5,2.9,4,1,,,,,,,,,
5,6,2.7,4,1,,,,,,,,,
5,7,2.7,4,1,,,,,,,,,
5,8,3.1,6,1,,,,,,,,,
5,9,2.7,6,1,,,,,,,,,
5,10,2.7,6,1,,,,,,,,,
5,11,2.7,6,1,,,,,,,,,
5,12,2.7,6,1,,,,,,,,,
6,0,0,2,1,,,,,,,,,
6,1,1,2,1,,,,,,,,,
6,2,1.2,2,1,,,,,,,,,
6,3,1.4,2,1,,,,,,,,,
6,4,1.7,0,1,,,,,,,,,
6,5,1.9,0,1,,,,,,,,,
6,6,1.3,0,1,,,,,,,,,
6,7,1.2,0,1,,,,,,,,,
6,8,1.9,0,1,,,,,,,,,
6,9,1,1,1,,,,,,,,,
6,10,1.5,1,1,,,,,,,,,
6,11,1.3,1,1,,,,,,,,,
6,12,1.3,1,1,,,,,,,,,
6,13,24,1,1,,,,,,,,,
6,14,3.6,1,1,,,,,,,,,
6,15,3.3,1,1,,,,,,,,,
6,16,3.6,1,1,,,,,,,,,
6,17,3.3,2,1,,,,,,,,,
6,18,3.6,2,1,,,,,,,,,
6,19,3.3,2,1,,,,,,,,,
6,20,3.6,2,1,,,,,,,,,
6,21,3.3,2,1,,,,,,,,,
6,0,16.7,4,0,,,,,,,,,
6,1,2.3,4,0,,,,,,,,,
6,2,2.3,4,0,,,,,,,,,
6,3,2.3,4,0,,,,,,,,,
6,4,2.3,6,0,,,,,,,,,
6,5,2.3,6,0,,,,,,,,,
6,6,2.3,6,0,,,,,,,,,
6,7,3.3,1,0,,,,,,,,,
6,8,2.3,1,0,,,,,,,,,
6,9,2.3,1,0,,,,,,,,,
6,10,3.6,0,0,,,,,,,,,
6,11,3.3,0,0,,,,,,,,,
6,12,3.6,0,0,,,,,,,,,
6,13,3.3,0,0,,,,,,,,,
6,14,3.6,4,0,,,,,,,,,
6,15,3.3,4,0,,,,,,,,,
6,16,3.6,4,0,,,,,,,,,
6,17,3.3,4,0,,,,,,,,,
6,18,3.6,4,0,,,,,,,,,
6,0,17.7,2,2,,,,,,,,,
6,1,2.3,2,2,,,,,,,,,
6,2,2.3,2,2,,,,,,,,,
6,3,2.3,2,2,,,,,,,,,
6,4,2.3,2,2,,,,,,,,,
6,5,2.3,2,2,,,,,,,,,
6,6,2.3,1,2,,,,,,,,,
6,7,1.3,6,2,,,,,,,,,
6,8,2.3,6,2,,,,,,,,,
6,9,2.3,6,2,,,,,,,,,
6,10,2.3,4,2,,,,,,,,,
6,11,3.3,4,2,,,,,,,,,
6,12,3.6,4,2,,,,,,,,,
6,13,3.3,4,2,,,,,,,,,
6,14,3.6,6,2,,,,,,,,,
6,15,3.3,6,2,,,,,,,,,
6,16,3.6,6,2,,,,,,,,,
6,17,3.3,6,2,,,,,,,,,
6,18,3.6,6,2,,,,,,,,,
