wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,12,1.3,22,0,-1,,,,,,,
0,13,1.1,22,0,-1,,,,,,,
0,14,1.1,22,0,-1,,,,,,,
0,15,1.1,22,0,-1,,,,,,,
0,16,1.1,22,0,-1,,,,,,,
0,17,1.1,22,0,-1,,,,,,,
0,18,1.1,22,0,-1,,,,,,,
0,19,1.1,22,0,-1,,,,,,,
0,20,1.1,22,0,-1,,,,,,,
0,21,1.1,22,0,-1,,,,,,,
1,0,0,23,3,-1,,,,,,,
1,1,1.7,24,3,-1,,,,,,,
1,2,1.8,23,3,-1,,,,,,,
1,3,1.6,24,3,-1,,,,,,,
1,4,1.7,23,3,-1,,,,,,,
1,5,1.5,24,3,-1,,,,,,,
1,6,1.3,23,3,-1,,,,,,,
1,7,1.3,24,3,-1,,,,,,,
1,8,1.3,23,3,-1,,,,,,,
1,9,1.3,24,3,-1,,,,,,,
1,10,1.3,23,3,-1,,,,,,,
1,11,1.3,24,3,-1,,,,,,,
1,12,1.3,23,3,-1,,,,,,,
1,13,1.3,24,3,-1,,,,,,,
1,14,1.3,23,3,-1,,,,,,,
1,15,1.5,24,3,-1,,,,,,,
1,16,1.1,23,3,-1,,,,,,,
1,17,1.1,24,3,-1,,,,,,,
1,18,1.1,23,3,-1,,,,,,,
1,19,1.1,24,3,-1,,,,,,,
1,20,1.1,23,3,-1,,,,,,,
1,21,1.1,24,3,-1,,,,,,,
1,0,0,26,1,0,,,,,,,
1,1,0,26,1,1,,,,,,,
1,2,0,26,1,2,,,,,,,
1,3,1,0,1,0,,,,,,,
1,4,0,0,1,1,,,,,,,
1,5,0,0,1,2,,,,,,,
1,6,1,26,1,0,,,,,,,
1,7,0,26,1,1,,,,,,,
1,8,0,26,1,2,,,,,,,
1,9,1,0,1,0,,,,,,,
1,10,0,0,1,1,,,,,,,
1,11,0,0,1,2,,,,,,,
1,12,1,26,1,0,,,,,,,
1,13,0,26,1,1,,,,,,,
1,14,0,26,1,2,,,,,,,
1,15,1,0,1,0,,,,,,,
1,16,0,0,1,1,,,,,,,
1,17,0,0,1,2,,,,,,,
1,18,1,26,1,0,,,,,,,
1,19,0,26,1,1,,,,,,,
1,20,0,26,1,2,,,,,,,
1,21,1,0,1,0,,,,,,,
1,22,0,0,1,1,,,,,,,
1,23,0,0,1,2,,,,,,,
1,24,1,26,1,0,,,,,,,
1,25,0,26,1,1,,,,,,,
1,26,0,26,1,2,,,,,,,
1,27,1,0,1,0,,,,,,,
1,28,0,0,1,1,,,,,,,
1,29,0,0,1,2,,,,,,,
1,30,1,26,1,0,,,,,,,
1,31,0,26,1,1,,,,,,,
1,32,0,26,1,2,,,,,,,
1,33,1,0,1,0,,,,,,,
1,34,0,0,1,1,,,,,,,
1,35,0,0,1,2,,,,,,,
1,0,14,24,2,0,,,,,,,
1,1,0,24,2,1,,,,,,,
1,2,0,24,2,2,,,,,,,
1,3,1,23,2,0,,,,,,,
1,4,0,23,2,1,,,,,,,
1,5,0,23,2,2,,,,,,,
1,6,1,24,2,0,,,,,,,
1,7,0,24,2,1,,,,,,,
1,8,0,24,2,2,,,,,,,
1,9,1,23,2,0,,,,,,,
1,10,0,23,2,1,,,,,,,
1,11,0,23,2,2,,,,,,,
1,12,1,24,2,0,,,,,,,
1,13,0,24,2,1,,,,,,,
1,14,0,24,2,2,,,,,,,
1,15,1,23,2,0,,,,,,,
1,16,0,23,2,1,,,,,,,
1,17,0,23,2,2,,,,,,,
1,18,1,24,2,0,,,,,,,
1,19,0,24,2,1,,,,,,,
1,20,0,24,2,2,,,,,,,
1,21,1,23,2,0,,,,,,,
1,22,0,23,2,1,,,,,,,
1,23,0,23,2,2,,,,,,,
1,24,1,24,2,0,,,,,,,
1,25,0,24,2,1,,,,,,,
1,26,0,24,2,2,,,,,,,
1,27,1,23,2,0,,,,,,,
1,28,0,23,2,1,,,,,,,
1,29,0,23,2,2,,,,,,,
2,0,0,22,1,0,,,,,,,
2,1,2,22,1,1,,,,,,,
2,2,2,22,1,0,,,,,,,
2,3,2,22,1,1,,,,,,,
2,4,2,22,1,0,,,,,,,
2,5,2,22,1,1,,,,,,,
2,6,2,22,1,0,,,,,,,
2,7,2,22,1,1,,,,,,,
2,8,2,22,1,0,,,,,,,
2,9,2,22,1,1,,,,,,,
2,10,2,22,1,0,,,,,,,
2,11,2,22,1,1,,,,,,,
2,0,1,22,2,0,,,,,,,
2,1,2,22,2,2,,,,,,,
2,2,2,22,2,0,,,,,,,
2,3,2,22,2,2,,,,,,,
2,4,2,22,2,0,,,,,,,
2,5,2,22,2,2,,,,,,,
2,6,2,22,2,0,,,,,,,
2,7,2,22,2,2,,,,,,,
2,8,2,22,2,0,,,,,,,
2,9,2,22,2,2,,,,,,,
2,10,2,22,2,0,,,,,,,
2,11,2,22,2,2,,,,,,,
2,0,24.5,26,3,1,,,,,,,
2,1,0,26,3,2,,,,,,,
2,2,2,26,3,1,,,,,,,
2,3,0,26,3,2,,,,,,,
2,4,2,26,3,1,,,,,,,
2,5,0,26,3,2,,,,,,,
2,6,2,26,3,1,,,,,,,
2,7,0,26,3,2,,,,,,,
2,8,2,26,3,1,,,,,,,
2,9,0,26,3,2,,,,,,,
2,10,2,27,3,1,,,,,,,
2,11,0,27,3,2,,,,,,,
2,12,2,27,3,1,,,,,,,
2,13,0,27,3,2,,,,,,,
2,14,2,27,3,1,,,,,,,
2,15,0,27,3,2,,,,,,,
2,16,2,27,3,1,,,,,,,
2,17,0,27,3,2,,,,,,,
2,18,2,27,3,1,,,,,,,
2,19,0,27,3,2,,,,,,,
2,20,2,26,3,0,,,,,,,
2,21,1,26,3,0,,,,,,,
2,22,1,26,3,0,,,,,,,
2,23,1,26,3,0,,,,,,,
2,24,1,26,3,0,,,,,,,
2,25,1,26,3,0,,,,,,,
2,26,1,26,3,0,,,,,,,
2,0,24.5,23,0,-1,,,,,,,
2,1,1.8,23,0,-1,,,,,,,
2,2,1.8,23,0,-1,,,,,,,
2,3,1.8,23,0,-1,,,,,,,
2,4,1.8,23,0,-1,,,,,,,
2,5,1.8,23,0,-1,,,,,,,
2,6,1.8,23,0,-1,,,,,,,
2,7,1.8,24,3,-1,,,,,,,
2,8,1.8,24,3,-1,,,,,,,
2,9,1.8,24,3,-1,,,,,,,
2,10,1.8,24,3,-1,,,,,,,
2,11,1.8,24,3,-1,,,,,,,
2,12,0.9,24,3,-1,,,,,,,
2,13,1.2,24,3,-1,,,,,,,
3,0,0,28,1,1,,,,,,,
3,1,0,28,1,2,,,,,,,
3,2,1,28,1,1,,,,,,,
3,3,0,28,1,2,,,,,,,
3,4,1,28,1,1,,,,,,,
3,5,0,28,1,2,,,,,,,
3,6,1,28,1,1,,,,,,,
3,7,0,28,1,2,,,,,,,
3,8,1,28,1,1,,,,,,,
3,9,0,28,1,2,,,,,,,
3,10,1,28,1,1,,,,,,,
3,11,0,28,1,2,,,,,,,
3,12,1,28,1,1,,,,,,,
3,13,0,28,1,2,,,,,,,
3,14,1,28,1,1,,,,,,,
3,15,0,28,1,2,,,,,,,
3,16,1,28,1,1,,,,,,,
3,0,2,28,0,2,,,,,,,
3,1,2,27,0,1,,,,,,,
3,2,2,26,0,2,,,,,,,
3,3,2,27,0,1,,,,,,,
3,4,2,26,0,2,,,,,,,
3,5,2,27,0,1,,,,,,,
3,6,2,26,0,2,,,,,,,
3,7,2,27,0,1,,,,,,,
3,8,2,26,0,2,,,,,,,
3,9,2,27,0,1,,,,,,,
3,10,2,26,0,2,,,,,,,
3,11,2,27,0,1,,,,,,,
3,12,2,26,0,2,,,,,,,
3,13,2,27,0,1,,,,,,,
3,14,2,26,0,2,,,,,,,
3,0,15,26,3,-1,,,,,,,
3,1,1.9,23,3,-1,,,,,,,
3,2,1.9,26,3,-1,,,,,,,
3,3,1.9,23,3,-1,,,,,,,
3,4,1.9,26,3,-1,,,,,,,
3,5,1.9,23,3,-1,,,,,,,
3,6,1.9,26,3,-1,,,,,,,
3,7,1.9,23,3,-1,,,,,,,
3,8,1.9,26,3,-1,,,,,,,
3,9,1.9,23,3,-1,,,,,,,
3,10,1.9,26,3,-1,,,,,,,
3,11,1.9,23,3,-1,,,,,,,
3,12,1.9,26,3,-1,,,,,,,
3,13,1.9,23,3,-1,,,,,,,
3,14,1.9,26,3,-1,,,,,,,
3,0,17,22,0,-1,,,,,,,
3,1,1,24,0,-1,,,,,,,
3,2,1,22,0,-1,,,,,,,
3,3,1,24,0,-1,,,,,,,
3,4,1,22,0,-1,,,,,,,
3,5,1,24,0,-1,,,,,,,
3,6,1,22,0,-1,,,,,,,
3,7,1,24,0,-1,,,,,,,
3,8,1,22,0,-1,,,,,,,
3,9,1,24,0,-1,,,,,,,
3,10,1,22,0,-1,,,,,,,
3,11,1,24,0,-1,,,,,,,
3,12,1,22,0,-1,,,,,,,
3,13,1,24,0,-1,,,,,,,
3,14,1,22,0,-1,,,,,,,
3,15,1,24,0,-1,,,,,,,
3,16,1,22,0,-1,,,,,,,
3,17,1,24,0,-1,,,,,,,
3,18,1,22,0,-1,,,,,,,
3,19,1,24,0,-1,,,,,,,
3,20,1,22,0,-1,,,,,,,
3,21,1,24,0,-1,,,,,,,
4,0,0,23,3,-1,,,,,,,
4,1,1,22,3,-1,,,,,,,
4,2,1,23,3,-1,,,,,,,
4,3,1,22,3,-1,,,,,,,
4,4,1,23,3,-1,,,,,,,
4,5,1,22,3,-1,,,,,,,
4,6,1,23,3,-1,,,,,,,
4,7,1,22,3,-1,,,,,,,
4,8,1,23,3,-1,,,,,,,
4,9,1,22,3,-1,,,,,,,
4,10,1,23,3,-1,,,,,,,
4,11,1,22,3,-1,,,,,,,
4,12,1,23,3,-1,,,,,,,
4,13,1,22,3,-1,,,,,,,
4,14,1,23,3,-1,,,,,,,
4,15,1,22,3,-1,,,,,,,
4,16,1,23,3,-1,,,,,,,
4,17,1,22,3,-1,,,,,,,
4,18,1,23,3,-1,,,,,,,
4,19,1,22,3,-1,,,,,,,
4,20,1,23,3,-1,,,,,,,
4,21,1,22,3,-1,,,,,,,
4,0,0,26,1,1,,,,,,,
4,1,1.4,26,1,2,,,,,,,
4,2,1.4,26,1,0,,,,,,,
4,3,1.4,26,1,0,,,,,,,
4,4,1.4,26,1,1,,,,,,,
4,5,1.4,26,1,2,,,,,,,
4,6,1.4,26,1,0,,,,,,,
4,7,1.4,26,1,0,,,,,,,
4,8,1.4,26,1,1,,,,,,,
4,9,1.4,26,1,2,,,,,,,
4,10,1.4,26,1,0,,,,,,,
4,11,1.4,26,1,0,,,,,,,
4,12,1.4,26,1,1,,,,,,,
4,0,17,27,2,2,,,,,,,
4,1,1.4,27,2,0,,,,,,,
4,2,1.4,27,2,0,,,,,,,
4,3,1.4,27,2,1,,,,,,,
4,4,1.4,27,2,2,,,,,,,
4,5,1.4,27,2,0,,,,,,,
4,6,1.4,27,2,0,,,,,,,
4,7,1.4,27,2,1,,,,,,,
4,8,1.4,27,2,2,,,,,,,
4,9,1.4,27,2,0,,,,,,,
4,10,1.4,27,2,0,,,,,,,
4,11,1.4,27,2,1,,,,,,,
4,12,1.4,27,2,1,,,,,,,
4,0,22,23,0,0,,,,,,,
4,1,0,24,0,1,,,,,,,
4,2,0,23,0,2,,,,,,,
4,3,1.2,24,0,0,,,,,,,
4,4,0,23,0,1,,,,,,,
4,5,0,24,0,2,,,,,,,
4,6,1.2,23,0,0,,,,,,,
4,7,0,24,0,1,,,,,,,
4,8,0,23,0,2,,,,,,,
4,9,1.2,24,0,0,,,,,,,
4,10,0,23,0,1,,,,,,,
4,11,0,24,0,2,,,,,,,
4,12,1.2,23,0,0,,,,,,,
4,13,0,24,0,1,,,,,,,
4,14,0,23,0,2,,,,,,,
4,0,22,28,3,0,,,,,,,
4,1,0,28,3,1,,,,,,,
4,2,0,28,3,2,,,,,,,
4,3,1.2,28,3,0,,,,,,,
4,4,0,28,3,1,,,,,,,
4,5,0,28,3,2,,,,,,,
4,6,1.2,28,3,0,,,,,,,
4,7,0,28,3,1,,,,,,,
4,8,0,28,3,2,,,,,,,
4,9,1.2,28,3,0,,,,,,,
4,10,0,28,3,1,,,,,,,
4,11,0,28,3,2,,,,,,,
4,12,1.2,28,3,0,,,,,,,
4,13,0,28,3,1,,,,,,,
4,14,0,28,3,2,,,,,,,
5,0,0,23,1,-1,,,,,,,
5,1,1.5,23,1,-1,,,,,,,
5,2,1.5,23,1,-1,,,,,,,
5,3,1.5,23,1,-1,,,,,,,
5,4,1.5,23,1,-1,,,,,,,
5,5,1.5,23,1,-1,,,,,,,
5,6,1.5,23,1,-1,,,,,,,
5,7,1.5,23,1,-1,,,,,,,
5,8,1.5,23,1,-1,,,,,,,
5,0,0,24,2,-1,,,,,,,
5,1,1.7,24,2,-1,,,,,,,
5,2,1.7,24,2,-1,,,,,,,
5,3,1.7,24,2,-1,,,,,,,
5,4,1.7,24,2,-1,,,,,,,
5,5,1.7,24,2,-1,,,,,,,
5,6,1.7,24,2,-1,,,,,,,
5,7,1.7,24,2,-1,,,,,,,
5,8,1.7,24,2,-1,,,,,,,
5,0,15,22,0,-1,,,,,,,
5,1,1.5,22,0,-1,,,,,,,
5,2,1.5,22,0,-1,,,,,,,
5,3,1.5,22,0,-1,,,,,,,
5,4,1.5,22,0,-1,,,,,,,
5,5,1.5,22,0,-1,,,,,,,
5,6,1.5,22,0,-1,,,,,,,
5,0,15,22,3,-1,,,,,,,
5,1,1.5,22,3,-1,,,,,,,
5,2,1.5,22,3,-1,,,,,,,
5,3,1.5,22,3,-1,,,,,,,
5,4,1.5,22,3,-1,,,,,,,
5,5,1.5,22,3,-1,,,,,,,
5,6,1.5,22,3,-1,,,,,,,
5,7,1.5,22,3,-1,,,,,,,
5,0,1.5,23,0,-1,,,,,,,
5,1,1.5,23,3,-1,,,,,,,
5,2,1.5,23,0,-1,,,,,,,
5,3,1.5,23,3,-1,,,,,,,
5,4,1.5,23,0,-1,,,,,,,
5,5,1.5,23,3,-1,,,,,,,
5,6,1.5,23,0,-1,,,,,,,
5,7,1.5,23,3,-1,,,,,,,
5,8,1.5,23,0,-1,,,,,,,
5,9,1.5,23,3,-1,,,,,,,
5,0,7,24,1,-1,,,,,,,
5,1,7,24,2,-1,,,,,,,
5,2,1.5,24,1,-1,,,,,,,
5,3,1.5,24,2,-1,,,,,,,
5,4,1.5,24,1,-1,,,,,,,
5,5,1.5,24,2,-1,,,,,,,
5,6,1.5,24,1,-1,,,,,,,
5,7,1.5,24,2,-1,,,,,,,
5,8,1.5,24,1,-1,,,,,,,
5,9,1.5,24,2,-1,,,,,,,
5,0,5,26,0,1,,,,,,,
5,1,0,26,0,2,,,,,,,
5,2,0,26,0,0,,,,,,,
5,3,1,27,0,1,,,,,,,
5,4,0,27,0,2,,,,,,,
5,5,0,27,0,0,,,,,,,
5,6,1,26,0,1,,,,,,,
5,7,0,26,0,2,,,,,,,
5,8,0,26,0,0,,,,,,,
5,9,1,27,0,1,,,,,,,
5,10,0,27,0,2,,,,,,,
5,11,0,27,0,0,,,,,,,
5,12,1,26,0,1,,,,,,,
5,13,0,26,0,2,,,,,,,
5,14,0,26,0,0,,,,,,,
5,15,1,27,0,1,,,,,,,
5,16,0,27,0,2,,,,,,,
5,17,0,27,0,0,,,,,,,
5,18,1,26,0,1,,,,,,,
5,19,0,26,0,2,,,,,,,
5,20,0,26,0,0,,,,,,,
5,21,1,27,0,1,,,,,,,
5,22,0,27,0,2,,,,,,,
5,23,0,27,0,0,,,,,,,
6,0,0,26,3,1,,,,,,,
6,1,0,26,3,2,,,,,,,
6,2,1,26,3,0,,,,,,,
6,3,1,27,3,1,,,,,,,
6,4,0,27,3,2,,,,,,,
6,5,1,27,3,0,,,,,,,
6,6,1,26,3,1,,,,,,,
6,7,0,26,3,2,,,,,,,
6,8,1,26,3,0,,,,,,,
6,9,1,27,3,1,,,,,,,
6,10,0,27,3,2,,,,,,,
6,11,1,27,3,0,,,,,,,
6,12,1,26,3,1,,,,,,,
6,13,0,26,3,2,,,,,,,
6,14,1,26,3,0,,,,,,,
6,15,1,27,3,1,,,,,,,
6,16,0,27,3,2,,,,,,,
6,17,1,27,3,0,,,,,,,
6,18,1,26,3,1,,,,,,,
6,19,0,26,3,2,,,,,,,
6,20,1,26,3,0,,,,,,,
6,21,1,27,3,1,,,,,,,
6,22,0,27,3,2,,,,,,,
6,23,1,27,3,0,,,,,,,
6,0,15,28,1,1,,,,,,,
6,1,1,28,1,1,,,,,,,
6,2,1,28,1,1,,,,,,,
6,3,1,28,1,1,,,,,,,
6,4,1,28,1,1,,,,,,,
6,5,1,28,1,1,,,,,,,
6,6,15,28,2,2,,,,,,,
6,7,1,28,2,2,,,,,,,
6,8,1,28,2,2,,,,,,,
6,9,1,28,2,2,,,,,,,
6,10,1,28,2,2,,,,,,,
6,11,1,28,2,2,,,,,,,
6,0,2,26,2,-1,,,,,,,
6,1,1.5,26,2,-1,,,,,,,
6,2,1.2,26,2,-1,,,,,,,
6,3,1.2,23,2,-1,,,,,,,
6,4,1.2,23,2,-1,,,,,,,
6,5,1.2,23,2,-1,,,,,,,
6,6,1.2,26,2,-1,,,,,,,
6,7,1.2,26,2,-1,,,,,,,
6,8,1.2,26,2,-1,,,,,,,
6,9,1.2,23,2,-1,,,,,,,
6,10,1.2,23,2,-1,,,,,,,
6,11,1.2,23,2,-1,,,,,,,
6,12,1.2,23,2,-1,,,,,,,
6,13,1.2,23,2,-1,,,,,,,
6,0,22,27,0,-1,,,,,,,
6,1,1.8,27,0,-1,,,,,,,
6,2,1.8,27,0,-1,,,,,,,
6,3,1.8,24,0,-1,,,,,,,
6,4,1.8,24,0,-1,,,,,,,
6,5,1.8,24,0,-1,,,,,,,
6,6,1.8,27,0,-1,,,,,,,
6,7,1.8,27,0,-1,,,,,,,
6,8,1.8,27,0,-1,,,,,,,
6,9,1.8,24,0,-1,,,,,,,
6,10,1.8,24,0,-1,,,,,,,
6,11,1.8,24,0,-1,,,,,,,
6,12,1.8,27,0,-1,,,,,,,
6,13,1.8,27,0,-1,,,,,,,
6,14,1.8,27,0,-1,,,,,,,
6,15,1.8,24,0,-1,,,,,,,
6,16,1.8,24,0,-1,,,,,,,
6,17,1.8,24,0,-1,,,,,,,
6,18,1.8,27,0,-1,,,,,,,
6,19,1.8,27,0,-1,,,,,,,
6,20,1.8,24,0,-1,,,,,,,
6,21,1.8,24,0,-1,,,,,,,
6,22,1.8,24,0,-1,,,,,,,
7,0,0,22,1,1,,,,,,,
7,1,0,22,1,2,,,,,,,
7,2,2,22,1,1,,,,,,,
7,3,0,22,1,2,,,,,,,
7,4,2,22,1,1,,,,,,,
7,5,0,22,1,2,,,,,,,
7,6,2,22,1,1,,,,,,,
7,7,0,22,1,2,,,,,,,
7,8,2,22,1,1,,,,,,,
7,9,0,22,1,2,,,,,,,
7,10,2,22,1,1,,,,,,,
7,11,0,22,1,2,,,,,,,
7,12,2,22,1,1,,,,,,,
7,13,0,22,1,2,,,,,,,
7,14,2,22,1,1,,,,,,,
7,15,0,22,1,2,,,,,,,
7,16,2,22,1,1,,,,,,,
7,17,0,22,1,2,,,,,,,
7,18,2,22,1,1,,,,,,,
7,19,0,22,1,2,,,,,,,
7,20,2,22,1,1,,,,,,,
7,21,0,22,1,2,,,,,,,
7,0,15,28,2,1,,,,,,,
7,1,0,28,2,2,,,,,,,
7,2,1.5,31,2,1,,,,,,,
7,3,0,31,2,2,,,,,,,
7,4,1.5,28,2,0,,,,,,,
7,5,0,28,2,0,,,,,,,
7,6,1.5,31,2,1,,,,,,,
7,7,0,31,2,2,,,,,,,
7,8,1.5,28,2,1,,,,,,,
7,9,0,28,2,2,,,,,,,
7,10,1.5,31,2,0,,,,,,,
7,11,0,31,2,0,,,,,,,
7,12,1.5,28,2,1,,,,,,,
7,13,0,28,2,2,,,,,,,
7,14,1.5,31,2,1,,,,,,,
7,15,0,31,2,2,,,,,,,
7,16,1.5,28,2,0,,,,,,,
7,17,0,28,2,0,,,,,,,
7,18,1.5,31,2,1,,,,,,,
7,19,0,31,2,2,,,,,,,
7,0,15,26,3,1,,,,,,,
7,1,0,27,3,2,,,,,,,
7,2,1.5,26,3,1,,,,,,,
7,3,0,27,3,2,,,,,,,
7,4,1.5,26,3,1,,,,,,,
7,5,0,27,3,2,,,,,,,
7,6,1.5,26,3,1,,,,,,,
7,7,0,27,3,2,,,,,,,
7,8,1.5,26,3,1,,,,,,,
7,9,0,27,3,2,,,,,,,
7,10,1.5,26,3,1,,,,,,,
7,11,0,27,3,2,,,,,,,
7,12,0,28,3,0,,,,,,,
7,13,1,28,3,0,,,,,,,
7,14,1,28,3,0,,,,,,,
7,15,1,28,3,0,,,,,,,
7,16,1,28,3,0,,,,,,,
7,17,1,28,3,0,,,,,,,
7,18,1,28,3,0,,,,,,,
7,19,1,28,3,0,,,,,,,
7,20,1,28,3,0,,,,,,,
7,21,1,28,3,0,,,,,,,
7,22,1,28,3,0,,,,,,,
7,23,1,28,3,0,,,,,,,
7,0,2,24,2,-1,,,,,,,
7,1,1.2,23,2,-1,,,,,,,
7,2,1.2,24,2,-1,,,,,,,
7,3,1.2,23,2,-1,,,,,,,
7,4,1.2,24,2,-1,,,,,,,
7,5,1.2,23,2,-1,,,,,,,
7,6,1.2,24,2,-1,,,,,,,
7,7,1.2,23,2,-1,,,,,,,
7,8,1.2,24,2,-1,,,,,,,
7,9,1.5,23,2,-1,,,,,,,
7,10,1.3,24,2,-1,,,,,,,
7,11,1.2,23,2,-1,,,,,,,
7,0,30,24,1,-1,,,,,,,
7,1,1.2,23,1,-1,,,,,,,
7,2,1.3,24,1,-1,,,,,,,
7,3,1.1,23,1,-1,,,,,,,
7,4,1.1,24,1,-1,,,,,,,
7,5,1,23,1,-1,,,,,,,
7,6,1.4,24,1,-1,,,,,,,
7,7,1.2,24,1,-1,,,,,,,
7,8,1.1,23,1,-1,,,,,,,
7,9,1,24,1,-1,,,,,,,
7,10,1.4,23,1,-1,,,,,,,
7,11,1.2,24,1,-1,,,,,,,
7,0,30,28,0,1,,,,,,,
7,1,1,28,0,0,,,,,,,
7,2,1,28,0,2,,,,,,,
7,3,1,28,0,1,,,,,,,
7,4,1,28,0,0,,,,,,,
7,5,1,28,0,2,,,,,,,
7,6,1,28,0,1,,,,,,,
7,7,1,28,0,0,,,,,,,
7,8,1,28,0,2,,,,,,,
7,9,1,28,0,1,,,,,,,
7,10,1,28,0,0,,,,,,,
7,11,1,28,0,2,,,,,,,
7,12,1,28,0,1,,,,,,,
7,13,1,28,0,0,,,,,,,
8,0,0,27,1,2,,,,,,,
8,1,1.5,27,1,1,,,,,,,
8,2,1.5,27,1,0,,,,,,,
8,3,1.5,27,1,2,,,,,,,
8,4,1.5,27,1,1,,,,,,,
8,5,1.5,27,1,0,,,,,,,
8,6,1.5,27,1,2,,,,,,,
8,7,1.5,27,1,1,,,,,,,
8,8,1.5,27,1,0,,,,,,,
8,9,1.5,27,1,2,,,,,,,
8,10,1.5,27,1,1,,,,,,,
8,11,1.5,27,1,0,,,,,,,
8,12,1.5,27,1,2,,,,,,,
8,13,1.5,27,1,1,,,,,,,
8,0,10,23,2,-1,,,,,,,
8,1,1.5,22,2,-1,,,,,,,
8,2,1.5,23,2,-1,,,,,,,
8,3,1.5,22,2,-1,,,,,,,
8,4,1.5,23,2,-1,,,,,,,
8,5,1.5,22,2,-1,,,,,,,
8,6,1.5,23,2,-1,,,,,,,
8,7,1.5,22,2,-1,,,,,,,
8,8,1.5,23,2,-1,,,,,,,
8,9,1.5,22,2,-1,,,,,,,
8,10,1.5,23,2,-1,,,,,,,
8,11,1.5,22,2,-1,,,,,,,
8,12,1.5,23,2,-1,,,,,,,
8,13,1.5,22,2,-1,,,,,,,
8,14,1.5,23,2,-1,,,,,,,
8,15,1.5,22,2,-1,,,,,,,
8,16,1.5,23,2,-1,,,,,,,
8,17,1.5,22,2,-1,,,,,,,
8,0,27,24,3,-1,,,,,,,
8,1,1.5,22,3,-1,,,,,,,
8,2,1.5,24,3,-1,,,,,,,
8,3,1.5,22,3,-1,,,,,,,
8,4,1.5,24,3,-1,,,,,,,
8,5,1.5,22,3,-1,,,,,,,
8,6,1.5,24,3,-1,,,,,,,
