wave,no,time,enemy_id,gate,loop,health_increment,damage_increment,armor_increment,resistance_increment,move_increment,gold,health,time_auto_next_wave,time_show_button_next
1,13,1.5,3,4,,20,20,20,20,,,,,
1,14,1.5,3,4,,20,20,20,20,,,,,
1,15,1.5,3,4,,20,20,20,20,,,,,
1,16,1.5,3,4,,20,20,20,20,,,,,
1,17,1.5,3,4,,20,20,20,20,,,,,
1,18,1.5,3,4,,20,20,20,20,,,,,
1,19,1.5,3,4,,20,20,20,20,,,,,
1,20,1.5,3,4,,20,20,20,20,,,,,
1,21,1.5,3,4,,20,20,20,20,,,,,
1,22,1.5,3,4,,20,20,20,20,,,,,
1,0,42.1,20,5,,20,20,20,20,,,,,
1,1,1.5,18,5,,20,20,20,20,,,,,
1,2,1.5,18,5,,20,20,20,20,,,,,
1,3,1.5,18,5,,20,20,20,20,,,,,
1,4,1.5,18,5,,20,20,20,20,,,,,
1,5,1.5,18,5,,20,20,20,20,,,,,
1,6,1.5,18,5,,20,20,20,20,,,,,
1,7,1.5,18,5,,20,20,20,20,,,,,
1,8,1.5,18,5,,20,20,20,20,,,,,
1,9,1.5,18,5,,20,20,20,20,,,,,
1,10,1.5,18,5,,20,20,20,20,,,,,
1,11,1.5,18,5,,20,20,20,20,,,,,
1,12,1.5,18,5,,20,20,20,20,,,,,
1,13,15,18,5,,20,20,20,20,,,,,
1,14,1.5,18,5,,20,20,20,20,,,,,
1,15,1.5,18,5,,20,20,20,20,,,,,
1,16,1.5,18,5,,20,20,20,20,,,,,
1,17,1.5,18,5,,20,20,20,20,,,,,
1,18,1.5,18,5,,20,20,20,20,,,,,
1,19,1.5,18,5,,20,20,20,20,,,,,
1,20,1.5,18,5,,20,20,20,20,,,,,
1,21,1.5,18,5,,20,20,20,20,,,,,
1,22,1.5,18,5,,20,20,20,20,,,,,
1,23,1.5,18,5,,20,20,20,20,,,,,
2,0,0,20,4,,30,30,30,30,,,,,
2,1,3,22,4,,30,30,30,30,,,,,
2,2,3,22,4,,30,30,30,30,,,,,
2,3,3,22,4,,30,30,30,30,,,,,
2,4,3,20,4,,30,30,30,30,,,,,
2,5,3,22,4,,30,30,30,30,,,,,
2,6,3,22,4,,30,30,30,30,,,,,
2,7,3,22,4,,30,30,30,30,,,,,
2,8,3,22,4,,30,30,30,30,,,,,
2,9,1.3,22,4,,30,30,30,30,,,,,
2,10,2.6,22,4,,30,30,30,30,,,,,
2,11,2.6,22,4,,30,30,30,30,,,,,
2,0,1.5,15,5,,30,30,30,30,,,,,
2,1,2.5,15,5,,30,30,30,30,,,,,
2,2,2.5,3,5,,30,30,30,30,,,,,
2,3,2.5,3,5,,30,30,30,30,,,,,
2,4,2.5,10,5,,30,30,30,30,,,,,
2,5,2.5,10,5,,30,30,30,30,,,,,
2,6,2.5,15,5,,30,30,30,30,,,,,
2,7,2.5,15,5,,30,30,30,30,,,,,
2,8,1.5,3,5,,30,30,30,30,,,,,
2,9,2.3,3,5,,30,30,30,30,,,,,
2,10,2.3,3,5,,30,30,30,30,,,,,
2,11,29.5,20,5,,30,30,30,30,,,,,
2,12,2.4,18,5,,30,30,30,30,,,,,
2,13,2.4,18,5,,30,30,30,30,,,,,
2,14,2.4,18,5,,30,30,30,30,,,,,
2,15,2.4,18,5,,30,30,30,30,,,,,
2,16,2.4,18,5,,30,30,30,30,,,,,
2,17,2.4,18,5,,30,30,30,30,,,,,
2,18,2.4,18,5,,30,30,30,30,,,,,
2,19,2.4,18,5,,30,30,30,30,,,,,
2,20,2.4,18,5,,30,30,30,30,,,,,
2,21,2.4,18,5,,30,30,30,30,,,,,
2,22,2.4,18,5,,30,30,30,30,,,,,
2,0,31.8,20,3,,30,30,30,30,,,,,
2,1,2.5,3,3,,30,30,30,30,,,,,
2,2,2.5,3,3,,30,30,30,30,,,,,
2,3,1.2,10,3,,30,30,30,30,,,,,
2,4,2.4,10,3,,30,30,30,30,,,,,
2,5,2.4,10,3,,30,30,30,30,,,,,
2,6,2.5,10,3,,30,30,30,30,,,,,
2,7,3,10,3,,30,30,30,30,,,,,
2,8,3,10,3,,30,30,30,30,,,,,
2,9,3,10,3,,30,30,30,30,,,,,
2,10,3,10,3,,30,30,30,30,,,,,
2,0,33.1,22,6,,30,30,30,30,,,,,
2,1,2.5,22,6,,30,30,30,30,,,,,
2,2,1.3,22,6,,30,30,30,30,,,,,
2,3,2.4,22,6,,30,30,30,30,,,,,
2,4,2.4,20,6,,30,30,30,30,,,,,
2,5,2.2,22,6,,30,30,30,30,,,,,
2,6,3,22,6,,30,30,30,30,,,,,
2,7,3,22,6,,30,30,30,30,,,,,
2,8,3,24,6,,30,30,30,30,,,,,
2,9,3,24,6,,30,30,30,30,,,,,
2,10,3,24,6,,30,30,30,30,,,,,
2,11,1.3,20,6,,30,30,30,30,,,,,
2,12,2.5,22,6,,30,30,30,30,,,,,
2,13,2.5,22,6,,30,30,30,30,,,,,
2,14,2.5,22,6,,30,30,30,30,,,,,
2,15,2.5,22,6,,30,30,30,30,,,,,
2,16,2.5,22,6,,30,30,30,30,,,,,
2,17,2.5,24,6,,30,30,30,30,,,,,
2,18,2.5,24,6,,30,30,30,30,,,,,
2,19,2.5,24,6,,30,30,30,30,,,,,
2,20,2.5,24,6,,30,30,30,30,,,,,
2,21,2.5,24,6,,30,30,30,30,,,,,
3,0,2,17,6,,40,40,40,40,,,,,
3,1,1.3,17,6,,40,40,40,40,,,,,
3,2,1.3,17,6,,40,40,40,40,,,,,
3,3,1.3,17,6,,40,40,40,40,,,,,
3,4,1.3,17,6,,40,40,40,40,,,,,
3,5,1.3,17,6,,40,40,40,40,,,,,
3,0,7.5,18,5,,40,40,40,40,,,,,
3,1,1.3,18,5,,40,40,40,40,,,,,
3,2,1.3,18,5,,40,40,40,40,,,,,
3,3,1.3,18,5,,40,40,40,40,,,,,
3,4,1.3,18,5,,40,40,40,40,,,,,
3,5,1.3,18,5,,40,40,40,40,,,,,
3,6,1.3,18,5,,40,40,40,40,,,,,
3,7,1.3,18,5,,40,40,40,40,,,,,
3,8,17.5,20,5,,40,40,40,40,,,,,
3,9,1,3,5,,40,40,40,40,,,,,
3,10,1,3,5,,40,40,40,40,,,,,
3,11,1,3,5,,40,40,40,40,,,,,
3,12,1,3,5,,40,40,40,40,,,,,
3,13,1,10,5,,40,40,40,40,,,,,
3,14,1,10,5,,40,40,40,40,,,,,
3,15,0,10,5,,40,40,40,40,,,,,
3,16,1.2,10,5,,40,40,40,40,,,,,
3,17,1.2,18,5,,40,40,40,40,,,,,
3,18,1.2,18,5,,40,40,40,40,,,,,
3,19,1.2,18,5,,40,40,40,40,,,,,
3,20,1.2,18,5,,40,40,40,40,,,,,
3,21,1.2,18,5,,40,40,40,40,,,,,
3,22,1.2,18,5,,40,40,40,40,,,,,
3,23,1.2,18,5,,40,40,40,40,,,,,
3,24,1,15,5,,40,40,40,40,,,,,
3,25,2,15,5,,40,40,40,40,,,,,
3,26,2,15,5,,40,40,40,40,,,,,
3,27,2,18,5,,40,40,40,40,,,,,
3,28,2,18,5,,40,40,40,40,,,,,
3,29,2,18,5,,40,40,40,40,,,,,
3,30,2,18,5,,40,40,40,40,,,,,
3,0,16.9,15,3,,40,40,40,40,,,,,
3,1,1,15,3,,40,40,40,40,,,,,
3,2,1,15,3,,40,40,40,40,,,,,
3,3,1,15,3,,40,40,40,40,,,,,
3,4,1,10,3,,40,40,40,40,,,,,
3,5,1,10,3,,40,40,40,40,,,,,
3,6,1,10,3,,40,40,40,40,,,,,
3,7,1.2,10,3,,40,40,40,40,,,,,
3,8,1.2,24,3,,40,40,40,40,,,,,
3,9,1.2,24,3,,40,40,40,40,,,,,
3,10,1.2,24,3,,40,40,40,40,,,,,
3,11,1.2,24,3,,40,40,40,40,,,,,
3,12,1.2,24,3,,40,40,40,40,,,,,
3,13,1.2,24,3,,40,40,40,40,,,,,
3,14,1.2,24,3,,40,40,40,40,,,,,
3,15,1.2,24,3,,40,40,40,40,,,,,
3,16,18.3,15,3,,40,40,40,40,,,,,
3,17,2,15,3,,40,40,40,40,,,,,
3,18,2,15,3,,40,40,40,40,,,,,
3,19,2,24,3,,40,40,40,40,,,,,
3,20,2,24,3,,40,40,40,40,,,,,
3,21,2,24,3,,40,40,40,40,,,,,
3,22,2,24,3,,40,40,40,40,,,,,
4,0,0,20,6,,50,50,50,50,,,,,
4,1,2,22,6,,50,50,50,50,,,,,
4,2,2,22,6,,50,50,50,50,,,,,
4,3,2,22,6,,50,50,50,50,,,,,
4,4,2,22,6,,50,50,50,50,,,,,
4,5,2,22,6,,50,50,50,50,,,,,
4,6,2,22,6,,50,50,50,50,,,,,
4,7,2,22,6,,50,50,50,50,,,,,
4,8,2,22,6,,50,50,50,50,,,,,
4,9,2,22,6,,50,50,50,50,,,,,
4,10,2,22,6,,50,50,50,50,,,,,
4,11,13,18,6,,50,50,50,50,,,,,
4,12,1,15,6,,50,50,50,50,,,,,
4,13,1.1,15,6,,50,50,50,50,,,,,
4,14,1.2,15,6,,50,50,50,50,,,,,
4,15,1.1,15,6,,50,50,50,50,,,,,
4,16,1.2,18,6,,50,50,50,50,,,,,
4,17,1.5,18,6,,50,50,50,50,,,,,
4,18,1.1,18,6,,50,50,50,50,,,,,
4,19,1.1,18,6,,50,50,50,50,,,,,
4,20,1.2,18,6,,50,50,50,50,,,,,
4,21,1.2,18,6,,50,50,50,50,,,,,
4,22,1,15,6,,50,50,50,50,,,,,
4,23,1.5,15,6,,50,50,50,50,,,,,
4,24,1.5,15,6,,50,50,50,50,,,,,
4,25,1.5,10,6,,50,50,50,50,,,,,
4,26,1.5,10,6,,50,50,50,50,,,,,
4,27,1.5,10,6,,50,50,50,50,,,,,
4,28,1.5,10,6,,50,50,50,50,,,,,
4,29,1.5,10,6,,50,50,50,50,,,,,
4,0,1.4,22,4,,50,50,50,50,,,,,
4,1,2.6,22,4,,50,50,50,50,,,,,
4,2,2,22,4,,50,50,50,50,,,,,
4,3,2,22,4,,50,50,50,50,,,,,
4,4,2,22,4,,50,50,50,50,,,,,
4,5,2,20,4,,50,50,50,50,,,,,
4,6,2.6,22,4,,50,50,50,50,,,,,
4,7,2.2,22,4,,50,50,50,50,,,,,
4,8,2,22,4,,50,50,50,50,,,,,
4,9,2,22,4,,50,50,50,50,,,,,
4,10,2,15,4,,50,50,50,50,,,,,
4,11,1.3,15,4,,50,50,50,50,,,,,
4,12,1.4,15,4,,50,50,50,50,,,,,
4,13,1.1,15,4,,50,50,50,50,,,,,
4,14,1.1,15,4,,50,50,50,50,,,,,
4,15,1.2,15,4,,50,50,50,50,,,,,
4,16,1.1,15,4,,50,50,50,50,,,,,
4,17,1.1,18,4,,50,50,50,50,,,,,
4,18,0.9,18,4,,50,50,50,50,,,,,
4,19,1.5,18,4,,50,50,50,50,,,,,
4,20,1.1,18,4,,50,50,50,50,,,,,
4,21,13.2,18,4,,50,50,50,50,,,,,
4,22,1.5,18,4,,50,50,50,50,,,,,
4,23,1.5,18,4,,50,50,50,50,,,,,
4,24,1.5,18,4,,50,50,50,50,,,,,
4,25,1.5,18,4,,50,50,50,50,,,,,
4,26,1.5,18,4,,50,50,50,50,,,,,
4,27,1.5,18,4,,50,50,50,50,,,,,
4,28,1.5,18,4,,50,50,50,50,,,,,
4,0,47.9,17,3,,50,50,50,50,,,,,
4,1,1.5,17,3,,50,50,50,50,,,,,
4,2,1.5,17,3,,50,50,50,50,,,,,
4,3,1.5,17,3,,50,50,50,50,,,,,
4,4,1.5,17,3,,50,50,50,50,,,,,
4,5,1.5,17,3,,50,50,50,50,,,,,
4,6,1.5,17,3,,50,50,50,50,,,,,
4,7,1.5,17,3,,50,50,50,50,,,,,
4,0,48.9,10,5,,50,50,50,50,,,,,
4,1,1.5,10,5,,50,50,50,50,,,,,
4,2,1.5,10,5,,50,50,50,50,,,,,
4,3,1.5,10,5,,50,50,50,50,,,,,
4,4,1.5,10,5,,50,50,50,50,,,,,
4,5,1.5,10,5,,50,50,50,50,,,,,
4,6,1.5,10,5,,50,50,50,50,,,,,
5,0,0,20,5,,60,60,60,60,,,,,
5,1,19,24,5,,60,60,60,60,,,,,
5,2,1.2,24,5,,60,60,60,60,,,,,
5,3,1.2,24,5,,60,60,60,60,,,,,
5,4,1.3,24,5,,60,60,60,60,,,,,
5,5,1.3,17,5,,60,60,60,60,,,,,
5,6,1.3,17,5,,60,60,60,60,,,,,
5,7,1.3,17,5,,60,60,60,60,,,,,
5,8,1.5,20,5,,60,60,60,60,,,,,
5,9,1.5,24,5,,60,60,60,60,,,,,
5,10,1.5,24,5,,60,60,60,60,,,,,
5,11,1.5,24,5,,60,60,60,60,,,,,
5,12,1.5,17,5,,60,60,60,60,,,,,
5,13,1.5,17,5,,60,60,60,60,,,,,
5,14,1.5,17,5,,60,60,60,60,,,,,
5,0,1,23,3,,60,60,60,60,,,,,
5,1,2,23,3,,60,60,60,60,,,,,
5,2,2,23,3,,60,60,60,60,,,,,
5,3,2,23,3,,60,60,60,60,,,,,
5,4,2.4,17,3,,60,60,60,60,,,,,
5,5,2.4,17,3,,60,60,60,60,,,,,
5,6,2.4,18,3,,60,60,60,60,,,,,
5,7,2.4,18,3,,60,60,60,60,,,,,
5,8,2.4,18,3,,60,60,60,60,,,,,
5,9,39.8,20,3,,60,60,60,60,,,,,
5,10,1.8,18,3,,60,60,60,60,,,,,
5,11,1.2,18,3,,60,60,60,60,,,,,
5,12,1.2,18,3,,60,60,60,60,,,,,
5,13,1.4,18,3,,60,60,60,60,,,,,
5,14,1.5,23,3,,60,60,60,60,,,,,
5,15,1.2,23,3,,60,60,60,60,,,,,
5,16,1.8,23,3,,60,60,60,60,,,,,
5,17,1.2,23,3,,60,60,60,60,,,,,
5,18,1.2,23,3,,60,60,60,60,,,,,
5,19,1.4,18,3,,60,60,60,60,,,,,
5,20,1.8,18,3,,60,60,60,60,,,,,
5,21,1.2,18,3,,60,60,60,60,,,,,
5,22,1.2,18,3,,60,60,60,60,,,,,
5,23,1.4,23,3,,60,60,60,60,,,,,
5,24,0.8,23,3,,60,60,60,60,,,,,
5,25,0.6,23,3,,60,60,60,60,,,,,
5,26,0.9,23,3,,60,60,60,60,,,,,
5,27,1.2,23,3,,60,60,60,60,,,,,
5,0,2,23,4,,60,60,60,60,,,,,
5,1,2,23,4,,60,60,60,60,,,,,
5,2,2,23,4,,60,60,60,60,,,,,
5,3,2.2,17,4,,60,60,60,60,,,,,
5,4,2.4,17,4,,60,60,60,60,,,,,
5,5,2.4,17,4,,60,60,60,60,,,,,
5,6,2.4,18,4,,60,60,60,60,,,,,
5,7,2.4,18,4,,60,60,60,60,,,,,
5,8,20.3,20,4,,60,60,60,60,,,,,
5,9,1.5,17,4,,60,60,60,60,,,,,
5,10,1.5,17,4,,60,60,60,60,,,,,
5,11,1.5,17,4,,60,60,60,60,,,,,
5,12,1.2,17,4,,60,60,60,60,,,,,
5,13,1.2,17,4,,60,60,60,60,,,,,
5,14,1.4,17,4,,60,60,60,60,,,,,
5,15,1.8,20,4,,60,60,60,60,,,,,
5,16,1.4,18,4,,60,60,60,60,,,,,
5,17,1.5,18,4,,60,60,60,60,,,,,
5,18,1.2,18,4,,60,60,60,60,,,,,
5,19,1.2,18,4,,60,60,60,60,,,,,
5,20,1.4,10,4,,60,60,60,60,,,,,
5,21,1.5,10,4,,60,60,60,60,,,,,
5,22,1.2,10,4,,60,60,60,60,,,,,
5,23,1.2,10,4,,60,60,60,60,,,,,
6,0,0,15,6,,70,70,70,70,,,,,
6,1,1.5,24,6,,70,70,70,70,,,,,
6,2,1.2,15,6,,70,70,70,70,,,,,
6,3,1.2,24,6,,70,70,70,70,,,,,
6,4,1.2,15,6,,70,70,70,70,,,,,
6,5,1.2,24,6,,70,70,70,70,,,,,
6,6,1.2,15,6,,70,70,70,70,,,,,
6,7,1.2,24,6,,70,70,70,70,,,,,
6,8,1.2,24,6,,70,70,70,70,,,,,
6,9,1.2,15,6,,70,70,70,70,,,,,
6,10,1.2,24,6,,70,70,70,70,,,,,
6,11,1.2,15,6,,70,70,70,70,,,,,
6,12,1,24,6,,70,70,70,70,,,,,
6,13,1,15,6,,70,70,70,70,,,,,
6,14,19.1,24,6,,70,70,70,70,,,,,
6,15,1.8,24,6,,70,70,70,70,,,,,
6,16,1.8,24,6,,70,70,70,70,,,,,
6,17,1.8,24,6,,70,70,70,70,,,,,
6,18,1.8,24,6,,70,70,70,70,,,,,
6,19,1.8,24,6,,70,70,70,70,,,,,
6,0,16.3,15,4,,70,70,70,70,,,,,
6,1,1,17,4,,70,70,70,70,,,,,
6,2,0.9,15,4,,70,70,70,70,,,,,
6,3,0.9,17,4,,70,70,70,70,,,,,
6,4,0.9,15,4,,70,70,70,70,,,,,
6,5,0.9,17,4,,70,70,70,70,,,,,
6,6,0.9,15,4,,70,70,70,70,,,,,
6,7,1.8,15,4,,70,70,70,70,,,,,
6,8,1.8,17,4,,70,70,70,70,,,,,
6,9,1.8,17,4,,70,70,70,70,,,,,
6,10,1.8,17,4,,70,70,70,70,,,,,
6,11,1.8,17,4,,70,70,70,70,,,,,
6,12,1.8,17,4,,70,70,70,70,,,,,
6,0,22.6,17,3,,70,70,70,70,,,,,
6,1,1.8,20,3,,70,70,70,70,,,,,
6,2,1.8,22,3,,70,70,70,70,,,,,
6,3,1.8,22,3,,70,70,70,70,,,,,
6,4,1.8,22,3,,70,70,70,70,,,,,
6,5,1.8,22,3,,70,70,70,70,,,,,
6,6,1.8,22,3,,70,70,70,70,,,,,
6,7,1.8,20,3,,70,70,70,70,,,,,
6,8,1.8,22,3,,70,70,70,70,,,,,
6,9,1.8,22,3,,70,70,70,70,,,,,
6,10,1.8,22,3,,70,70,70,70,,,,,
6,11,1.8,22,3,,70,70,70,70,,,,,
6,12,1.8,20,3,,70,70,70,70,,,,,
6,13,1.8,22,3,,70,70,70,70,,,,,
6,14,1.8,22,3,,70,70,70,70,,,,,
6,15,1.8,22,3,,70,70,70,70,,,,,
6,16,1.8,22,3,,70,70,70,70,,,,,
6,0,44.2,20,5,,70,70,70,70,,,,,
6,1,1.6,17,5,,70,70,70,70,,,,,
6,2,1.6,18,5,,70,70,70,70,,,,,
6,3,1.3,17,5,,70,70,70,70,,,,,
6,4,1.3,18,5,,70,70,70,70,,,,,
6,5,1.3,20,5,,70,70,70,70,,,,,
6,6,1.3,18,5,,70,70,70,70,,,,,
6,7,1.3,17,5,,70,70,70,70,,,,,
6,8,1.3,18,5,,70,70,70,70,,,,,
6,9,1.3,17,5,,70,70,70,70,,,,,
6,10,1,18,5,,70,70,70,70,,,,,
6,11,1.3,17,5,,70,70,70,70,,,,,
6,12,1.3,18,5,,70,70,70,70,,,,,
6,13,1.2,17,5,,70,70,70,70,,,,,
6,14,1.2,18,5,,70,70,70,70,,,,,
6,15,1.2,17,5,,70,70,70,70,,,,,
6,16,1.2,18,5,,70,70,70,70,,,,,
6,17,1.5,17,5,,70,70,70,70,,,,,
6,18,1.1,18,5,,70,70,70,70,,,,,
7,0,0,20,6,,80,80,80,80,,,,,
7,1,1.8,23,6,,80,80,80,80,,,,,
7,2,1.8,23,6,,80,80,80,80,,,,,
7,3,1.8,23,6,,80,80,80,80,,,,,
7,4,1.8,23,6,,80,80,80,80,,,,,
7,5,1.8,23,6,,80,80,80,80,,,,,
7,6,1.8,23,6,,80,80,80,80,,,,,
7,7,1.8,20,6,,80,80,80,80,,,,,
7,8,1.8,24,6,,80,80,80,80,,,,,
7,9,1.8,24,6,,80,80,80,80,,,,,
7,10,1.8,24,6,,80,80,80,80,,,,,
7,11,1.8,24,6,,80,80,80,80,,,,,
7,12,1.8,24,6,,80,80,80,80,,,,,
7,13,1.8,24,6,,80,80,80,80,,,,,
7,14,28.5,18,6,,80,80,80,80,,,,,
7,15,1.4,17,6,,80,80,80,80,,,,,
7,16,2.4,18,6,,80,80,80,80,,,,,
7,17,2.3,17,6,,80,80,80,80,,,,,
7,18,2.3,18,6,,80,80,80,80,,,,,
7,19,2.5,17,6,,80,80,80,80,,,,,
7,20,3.2,18,6,,80,80,80,80,,,,,
7,21,2,17,6,,80,80,80,80,,,,,
7,22,2,18,6,,80,80,80,80,,,,,
7,23,2,17,6,,80,80,80,80,,,,,
7,24,2.2,18,6,,80,80,80,80,,,,,
7,25,2.4,17,6,,80,80,80,80,,,,,
7,26,2.4,18,6,,80,80,80,80,,,,,
7,0,24.6,18,3,,80,80,80,80,,,,,
7,1,1.2,18,3,,80,80,80,80,,,,,
7,2,1.2,18,3,,80,80,80,80,,,,,
7,3,1.2,18,3,,80,80,80,80,,,,,
7,4,1.2,18,3,,80,80,80,80,,,,,
7,5,1.2,18,3,,80,80,80,80,,,,,
7,6,1.2,18,3,,80,80,80,80,,,,,
7,7,1.2,18,3,,80,80,80,80,,,,,
7,8,1.2,18,3,,80,80,80,80,,,,,
7,9,1.2,18,3,,80,80,80,80,,,,,
7,10,1.2,18,3,,80,80,80,80,,,,,
7,11,1.2,18,3,,80,80,80,80,,,,,
7,12,13.4,15,3,,80,80,80,80,,,,,
7,13,1.4,15,3,,80,80,80,80,,,,,
7,14,1.5,15,3,,80,80,80,80,,,,,
7,15,2.5,23,3,,80,80,80,80,,,,,
7,16,2.4,23,3,,80,80,80,80,,,,,
7,17,2.6,23,3,,80,80,80,80,,,,,
7,18,2.9,15,3,,80,80,80,80,,,,,
7,19,2.8,15,3,,80,80,80,80,,,,,
7,20,2,15,3,,80,80,80,80,,,,,
7,21,2,23,3,,80,80,80,80,,,,,
7,22,2,23,3,,80,80,80,80,,,,,
7,23,2.4,23,3,,80,80,80,80,,,,,
7,24,2.4,23,3,,80,80,80,80,,,,,
7,25,2.4,23,3,,80,80,80,80,,,,,
7,0,37.8,17,4,,80,80,80,80,,,,,
7,1,1.5,17,4,,80,80,80,80,,,,,
7,2,1.3,17,4,,80,80,80,80,,,,,
7,3,1.2,17,4,,80,80,80,80,,,,,
7,4,1.1,17,4,,80,80,80,80,,,,,
7,5,1.2,17,4,,80,80,80,80,,,,,
7,6,1.3,17,4,,80,80,80,80,,,,,
7,7,1.1,17,4,,80,80,80,80,,,,,
7,8,1.1,17,4,,80,80,80,80,,,,,
7,9,1,17,4,,80,80,80,80,,,,,
7,10,1.4,17,4,,80,80,80,80,,,,,
7,11,1.2,17,4,,80,80,80,80,,,,,
8,0,1.2,20,4,,90,90,90,90,,,,,
8,1,2.4,22,4,,90,90,90,90,,,,,
8,2,2.4,22,4,,90,90,90,90,,,,,
8,3,2,22,4,,90,90,90,90,,,,,
8,4,2,22,4,,90,90,90,90,,,,,
8,5,2,22,4,,90,90,90,90,,,,,
8,6,2,22,4,,90,90,90,90,,,,,
8,7,2,20,4,,90,90,90,90,,,,,
8,8,2,22,4,,90,90,90,90,,,,,
8,9,2.4,22,4,,90,90,90,90,,,,,
8,10,2.4,22,4,,90,90,90,90,,,,,
8,11,2.4,22,4,,90,90,90,90,,,,,
8,12,1.2,22,4,,90,90,90,90,,,,,
8,13,2.4,22,4,,90,90,90,90,,,,,
8,14,15,23,4,,90,90,90,90,,,,,
8,15,3,23,4,,90,90,90,90,,,,,
8,16,2.7,23,4,,90,90,90,90,,,,,
8,17,2.9,23,4,,90,90,90,90,,,,,
8,18,2.9,20,4,,90,90,90,90,,,,,
8,19,9.9,23,4,,90,90,90,90,,,,,
8,20,1.3,23,4,,90,90,90,90,,,,,
8,21,1.5,23,4,,90,90,90,90,,,,,
